LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Exclud",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Exclu1",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
210,2335,140507,27,27,8,26.7,24.6,8,18.5,41930
210,2339,100798,28,32,8,26.3,22.1,5.6,17.6,46890
210,2351,100800,16,19,8,15.8,13.2,8,26.2,39489
210,2365,100801,11,16,5,10.9,10.6,4.4,23.8,41648
210,2392,100802,23,17,5,18.5,11.6,4.8,23.9,42509
210,2411,100803,26,30,6,22.7,25.5,3.7,17.8,42846
210,2500,137648,39,36,23,38.2,27.1,17.2,12.3,37441
210,2514,100808,16,26,2,15.5,13.8,1.4,20.6,44260
210,2516,100809,21,18,11,20.2,14.7,10,17,40385
210,2526,100810,21,35,15,20.4,27.7,13.4,23.3,47259
210,2560,100811,8,11,4,8,9.8,4,28.4,56989
210,2562,100812,16,20,10,15.1,15.6,9.2,28.1,44106
210,2607,100813,5,9,3,4,8.6,2.5,SUPP,38176
210,2609,100814,14,16,5,14,10.5,4.4,16,40139
210,2621,100815,10,12,4,10,7.8,2.9,18.5,45362
210,2848,100817,28,31,9,26.3,27.1,9,18.2,40791
210,2852,100818,13,17,5,11.6,14.9,5,19.7,43890
210,2853,100819,18,42,13,16.8,32.7,12.6,26.2,45382
210,2855,100821,14,26,8,12.7,18.2,8,35,42907
210,2856,130918,37,48,27,36.8,41.4,24.1,16.6,41139
210,2857,137413,19,39,2,18.2,35.2,1.7,20.7,40016
210,2858,131843,25,20,6,22.7,18.4,5.2,23.3,44729
210,2859,138842,30,19,20,28.9,16.8,10.3,16.2,40153
210,3313,100822,4,9,2,3.6,5.8,2,SUPP,52644
210,3337,100823,12,10,2,10.8,10,1.9,24,41416
210,3341,100824,23,24,10,22.6,17.8,7.3,17.5,42023
210,3399,100825,12,18,5,11.2,11.7,4.2,19.8,46492
210,3435,100826,23,23,7,20.5,15.7,6.6,20.8,45263
210,3445,100827,13,17,2,11.9,12.1,1.7,13.9,44892
210,3447,100828,19,11,7,19,6.8,6.5,16.7,38958
210,3452,100829,32,27,8,31.5,22.9,7.1,16.9,37333
210,3460,100830,28,29,4,24.6,20,4,17.4,43540
210,3468,100831,8,18,2,7.6,12.3,2,26.8,46770
210,3475,100832,16,35,11,15.2,21.6,6.9,22.4,42204
210,3476,100833,11,15,4,11,11.2,3.9,20.5,44390
210,3484,100834,13,20,6,12.6,10.1,4.6,19.3,41942
210,3492,100835,10,8,2,9.9,5.7,2,13.1,42260
210,3508,100836,12,18,4,10.8,8.1,3.3,20.2,43364
210,3516,100837,8,13,3,7.7,8.9,2.7,28.4,40209
210,3573,100838,18,23,5,18,20.9,5,18,42576
210,3586,100839,6,13,3,5.9,9.9,2.5,37.7,46892
210,3593,100840,16,10,4,15.1,6.5,3.7,15.4,41757
210,3669,100841,12,12,3,9.4,10.3,2.8,23.6,44680
210,3670,134903,17,39,11,16.6,29.6,10.3,26.2,43235
210,5200,100851,22,18,6,19,12.7,4.6,20.7,46757
210,5201,100852,20,17,6,18.7,11.9,5.8,22.3,47061
210,5203,100853,16,17,5,14.7,11.2,3.9,16.2,42375
210,5204,100854,9,10,2,7.6,6.3,1.9,20.8,43588
210,5205,100855,12,14,3,10.9,11.2,2.9,19.4,51328
210,5207,100816,24,20,6,22.5,14.5,5,14.7,39979
210,5209,131318,15,21,6,14.2,11.9,5.7,30.6,43921
210,6912,135584,100,31,34,98.3,29.8,31.2,12.6,41624
211,2000,137016,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
211,2001,140096,37,44,10,35.2,34.7,8.8,20.8,39574
211,2002,131936,24,26,11,23.8,22.5,9.9,19.2,39839
211,2003,133288,19,28,13,18.9,23,10.6,22.3,40501
211,2004,133574,29,29,13,27.9,24.2,10.2,18.7,42068
211,2005,134160,31,48,8,29.6,35.4,8,19.8,48882
211,2006,139423,21,29,14,21,24.5,12,20,40416
211,2008,138276,12,7,7,12,6.1,7,21.5,43100
211,2009,141039,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
211,2043,100890,37,44,10,36.4,32.6,9.4,16.8,38326
211,2056,100891,39,52,18,39,38.1,17,19,37371
211,2059,100892,30,31,6,29,25.3,6,14.3,42489
211,2091,100893,23,21,4,20.5,17.4,3.1,13.9,44205
211,2097,100894,32,40,18,29.6,27.6,16.9,18.3,45650
211,2099,100895,28,15,8,23,10.3,6.6,15.4,41711
211,2110,100896,19,27,9,18.4,16.8,7.7,18.9,42898
211,2118,100897,29,31,9,24.9,19.2,7.4,17.9,42456
211,2144,100898,22,24,7,20.6,16.8,6.4,17.5,42363
211,2145,140064,32,31,14,29.5,27.1,13.5,21,39169
211,2147,100900,33,34,13,32.6,30,12.9,14.3,42960
211,2159,100901,31,35,7,27.4,28.2,6.1,17.3,46378
211,2254,100902,24,25,7,22.6,22.6,6.8,16.1,47909
211,2270,100903,16,15,4,14.8,9.7,3.5,14.4,46122
211,2281,100904,23,22,7,19.4,14.4,6.9,17.2,43847
211,2341,100906,30,32,9,26.2,18.8,6.9,17.5,46033
211,2377,100907,16,14,8,15.1,11.3,7.2,18.8,39177
211,2378,100908,14,22,9,14,14.4,9,16.9,45203
211,2397,100911,29,33,12,27,20.1,10.8,16.5,44060
211,2402,100912,42,33,17,39,27.2,15.2,16.6,44392
211,2406,100913,24,21,7,22.6,16.7,6.1,14.9,42512
211,2432,100914,13,17,6,12,13,6,19,41482
211,2441,100915,18,25,17,14.9,17.1,11.1,22.2,49895
211,2446,100916,17,17,5,14.7,13.1,5,16.1,45167
211,2499,100917,28,28,10,26.3,22.3,7.7,17.3,43462
211,2533,100920,40,43,13,35.8,37.5,11.6,19.5,47905
211,2557,137682,21,9,7,17.2,9,5.8,21,46513
211,2568,100922,34,27,14,30.7,24.8,13.8,18.2,41039
211,2569,100923,27,24,9,26,19.1,5.4,16,44991
211,2623,100926,11,13,3,10.4,11.9,2.5,21.9,44449
211,2631,100927,26,23,7,24.3,20.4,6.1,17,43639
211,2658,100928,21,15,9,19.8,12,8.3,18.3,40426
211,2828,100930,31,24,11,28.6,19.8,9.4,15.4,43065
211,2857,100931,15,22,6,13.8,18.5,4.5,17.2,43482
211,2893,100932,17,21,6,14.9,19.1,6,20.5,41835
211,2908,100934,29,31,18,27.1,25.3,7.7,16.3,38564
211,2909,100935,15,23,5,15,16.1,3.6,14.3,48063
211,2910,100936,20,15,12,19.2,11.1,8,16.3,44474
211,2912,100937,30,43,12,26.4,26.1,10.8,17,45564
211,2916,100938,16,14,5,14.9,11.3,4.6,15.6,48700
211,2917,100939,33,42,9,30.8,34.9,7.7,15.5,39512
211,2918,100940,15,11,7,13.8,6.4,5.4,14.6,46374
211,2919,100941,26,24,8,25,18.4,6.5,17.6,43611
211,2920,100942,19,14,9,16.9,12.5,8.1,14.2,43691
211,2921,100943,16,20,8,12.6,12.2,7.9,16.4,42226
211,2922,130352,38,50,19,37,41.8,15.1,17.1,39552
211,2999,131737,29,27,6,25.5,18.8,5.5,17.5,39678
211,3332,100944,14,13,5,13.1,9.1,5,14.1,43555
211,3346,100945,11,11,4,10.2,8.6,2.9,20,44375
211,3350,100946,9,14,4,8.2,10.5,4,23.6,46919
211,3397,100949,12,12,7,11,9,6.8,21,43213
211,3411,100950,22,23,4,20.6,17.4,4,16.1,43576
211,3431,100951,12,17,5,10.8,14,5,19.5,43853
211,3462,100953,14,14,6,13,13,4.9,16,45969
211,3497,100954,15,22,11,13.6,16,6.6,23.7,32757
211,3540,100956,13,17,6,11.1,12.3,4.2,19.7,48694
211,3563,100958,13,19,4,12.1,18.1,3,19,39862
211,3574,100959,13,17,4,12.8,11.5,3.9,17.4,47769
211,3581,100960,13,15,7,12.8,12,5.2,17.2,38241
211,3592,100961,12,15,7,12,10.5,6.4,19.6,39922
211,3619,100962,12,10,9,11.1,6.7,5.1,20.7,48402
211,4277,100970,105,22,39,104.3,19.6,38.4,13,39960
212,2000,139592,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
212,2001,139687,7,9,3,5.4,6.4,1.5,13.3,42812
212,2002,139775,13,9,1,10.4,8.4,1,16.6,44261
212,2004,100995,21,7,6,20.1,5.2,5.9,15.6,42221
212,2005,134041,23,22,6,22.3,17.1,5.1,20.2,40103
212,2006,140423,4,4,2,3.2,4,1.6,23.8,42245
212,2007,140682,13,8,7,12,5.4,4.4,16,43353
212,2010,100996,28,28,4,24.1,17,3.4,15.9,38964
212,2034,100997,29,25,5,22.3,15.7,4.6,18,40375
212,2040,137563,55,32,12,51.7,21.9,11.2,16.5,41580
212,2063,141303,12,16,7,12,14.2,6.9,28.5,39108
212,2064,101001,24,24,9,19.2,13,4.4,17.8,38646
212,2067,101002,28,16,12,27.5,11.8,9.7,15.9,44385
212,2107,101003,30,19,8,28.8,15.8,7.6,15.2,41822
212,2180,101005,33,29,8,29.2,20.4,6.8,16.3,41812
212,2211,101006,20,27,9,19,18.6,8.2,16.4,40821
212,2217,101007,28,25,6,24.7,17.7,4.6,17.2,41141
212,2231,101008,32,32,14,28.2,20.5,10.4,14.6,40373
212,2237,101009,27,37,12,26,26.9,7.3,16.6,40750
212,2301,101010,23,17,10,21.7,10.9,8.7,15.9,39966
212,2314,101013,27,20,4,25.6,13.8,2.3,15.3,39539
212,2334,101014,13,15,5,11.1,11.8,4.6,18.6,39760
212,2467,101016,34,36,16,29.1,25.4,11.9,20.3,39408
212,2495,101017,27,23,8,22.7,17.4,7.3,17.2,40344
212,2511,101018,23,17,4,21.9,14,3.9,15.1,37030
212,2541,101019,29,25,13,22,19.1,10.8,19.1,40370
212,2545,101020,15,26,7,14.6,14.9,4.8,19.8,44513
212,2558,101021,29,30,9,27.2,26.1,8.2,14.5,41837
212,2584,101022,31,31,5,29.4,20.8,4.7,16.9,40066
212,2633,101024,24,24,9,21.2,17.1,7.3,14.2,43586
212,2648,101025,25,15,6,20.3,11.3,5,14.8,39404
212,2774,101026,20,17,10,16.8,10.5,6.2,18.7,44663
212,2780,101027,31,20,14,28.1,15.6,12.5,15.1,35115
212,2781,101028,32,39,17,29.4,29.8,14.7,16.2,41020
212,2786,101029,22,17,6,22,10,5.8,14.9,39759
212,2807,101031,14,13,8,13.8,9.3,7.5,16.6,42225
212,2877,101033,14,17,7,12.6,15.3,7,18.7,42900
212,3304,101034,13,14,4,12.5,11,3.1,18.3,39417
212,3320,101035,13,11,6,11,10,4.4,18.3,41212
212,3376,101036,12,5,5,11.2,3.4,3.8,18.8,41830
212,3387,101037,13,10,3,10.4,6.6,2.4,19.6,44722
212,3390,101038,14,17,6,12.6,10.7,4.9,17.4,43468
212,3408,101041,12,12,6,11.6,8.6,5.2,16.9,44205
212,3422,101042,24,26,8,19.2,17.6,6.5,18.3,40091
212,3434,101043,15,15,4,13.8,9.5,2.7,13.9,38804
212,3444,101044,16,12,3,15.2,11.6,3,15.2,39325
212,3486,101045,12,17,5,10.9,10,3.3,20.3,45908
212,3524,101046,15,16,6,13,9.5,3.4,18.2,42539
212,3525,101047,18,16,4,17,13.5,3.2,11,38078
212,3528,101048,15,9,5,14.4,7.5,3.6,15.1,40339
212,3550,101049,24,24,5,19.5,15.2,4.2,21,40385
212,3629,101050,27,32,8,25.3,21,7.1,16.4,40062
212,3636,101051,16,20,7,12.7,11,5,18.7,43909
212,3644,101052,13,6,4,9.3,5.6,2.9,22.1,42802
212,3645,131520,29,25,10,27.7,16.4,9.4,16,43361
212,5201,101057,48,43,10,44.6,33.8,8.5,12.9,38840
212,5202,101004,26,38,16,23.4,19.2,11.8,17.9,42981
212,5203,101012,17,16,9,15.6,12.6,5,19.8,44765
212,5204,101011,18,12,6,13.9,9.8,2.8,25.5,46189
212,5205,101032,18,13,10,18,7.3,7,16.1,37700
213,2000,137323,14,12,3,14,12,3,22.9,37922
213,2001,138275,7,5,3,6.4,3.8,2.7,15.9,41544
213,2002,139824,20,14,5,18.4,13.9,4.4,16.6,43137
213,2003,139898,5,4,2,5,3.9,2,21,44078
213,2004,139940,22,12,6,20.6,8.8,6,12.4,40628
213,2032,101107,14,5,2,14,3.6,2,16.6,39497
213,2087,101108,24,11,7,22.4,9.9,7,14.8,43549
213,2189,101110,30,11,9,28.9,8.1,6.3,14.5,38800
213,2208,101111,32,19,7,30.8,17.9,5.3,15.2,40989
213,2244,140050,49,24,6,46.9,16.4,4.9,14.4,41315
213,2418,138683,32,20,6,30.1,12.7,3.7,14.6,39144
213,2778,101115,28,22,5,25.4,15.7,4.7,17.2,36691
213,2799,101116,34,30,9,34,22.8,8.5,16.2,39033
213,2816,101117,12,4,3,10.8,2.9,3,15.9,36778
213,2844,101120,22,12,5,22,11.8,5,13.6,39439
213,3306,101121,13,8,4,13,5.9,3.1,15.1,41865
213,3316,101122,26,17,5,21.4,10.5,3.9,14.2,42278
213,3351,101123,13,13,4,12.2,8,3.6,19.3,39897
213,3381,101124,23,7,7,17.4,5.1,7,16.2,42139
213,3414,101125,14,12,5,13.6,8.5,5,17.1,41364
213,3418,101126,14,3,1,14,2.8,1,10.3,40117
213,3424,101127,14,12,5,13,11.5,4.8,17.8,47276
213,3432,101128,22,17,6,20.2,12.1,5.6,18.8,43384
213,3440,101129,14,13,2,12,11.1,2,15.8,39009
213,3446,101130,11,5,3,10,4.8,3,19.9,48889
213,3451,101131,13,6,3,12.2,4.6,3,12.5,35098
213,3453,101132,12,11,3,12,8.2,2.1,14.8,41586
213,3473,101133,17,10,9,16.6,8.1,6.9,17.5,43677
213,3496,101134,11,3,5,11,2.6,4.1,17.1,40938
213,3511,101135,14,8,7,13,7.4,6,17.5,37453
213,3520,101136,13,13,5,11.4,10.2,4.2,18.3,44656
213,3532,101137,17,17,6,17,11.8,5.1,17.5,42651
213,3539,101138,15,12,3,13.9,10.9,2.6,13.5,41306
213,3580,101139,32,NA,1,22.3,NA,1,9.3,40819
213,3582,101140,16,6,3,16,4.4,2.8,18.1,42274
213,3590,101141,12,11,9,11.8,7.4,6.2,18.5,40691
213,3598,101142,14,18,3,13.3,12.2,2.6,15.4,39861
213,3610,101143,12,17,4,11.1,10.4,3.9,20.4,42779
213,3611,101144,12,10,2,11.5,7.7,1.4,20.3,44099
213,3623,101146,14,12,3,12.6,7.5,1.4,15.5,41241
213,3653,101147,14,17,7,13.9,10,4.8,16.8,42795
213,6907,135242,70,38,15,69.8,35.9,14.4,11.9,39296
301,2001,101186,51,31,14,47.5,25.8,12.5,18.2,42064
301,2002,140687,23,20,8,22.1,17.5,5.8,19.9,38773
301,2003,141651,1,NA,1,0,NA,1,NA,SUPP
301,2005,101188,23,13,9,23,9.4,8.1,16.5,39815
301,2006,101189,41,41,13,40.1,36.2,12.5,21,42802
301,2009,101192,28,19,5,24,12.1,4.7,19.8,44026
301,2010,101193,61,60,12,57.6,38.8,9.8,19.2,46324
301,2013,101196,47,40,19,41.9,28,16.8,20.7,44045
301,2015,101198,67,36,22,61.1,34,18.7,18.4,41890
301,2019,142133,1,1,NA,1,1,NA,23,SUPP
301,2021,138684,19,33,6,18.3,29.7,5.9,21.8,38193
301,2024,101202,38,23,15,32.3,12.7,12.2,18.5,47324
301,2030,101203,24,21,7,19.5,14.2,6.3,22.6,51101
301,2033,101206,43,33,18,39.8,27.9,16.3,22.8,44156
301,2042,101210,16,16,7,14.3,11.2,5.1,20.8,45560
301,2043,101211,19,21,4,18.1,12.2,3.4,19.3,41542
301,2047,101212,43,39,8,37.5,31.1,7,21.3,39125
301,2052,101216,20,18,3,20,13.9,2.9,19.8,46883
301,2055,101219,28,14,7,26.5,8.3,6.5,18.7,48257
301,2056,101220,22,15,12,21.4,11.2,7.1,22.7,39899
301,2059,101222,56,45,19,43,37.5,16,27.3,54198
301,2060,101223,14,20,8,12.9,10.9,5.3,21.8,44971
301,2061,101224,17,15,5,16.3,9.1,2.9,19.8,44604
301,2063,101226,49,62,22,47.9,52.2,19.7,21.8,39173
301,2064,101227,29,22,12,26.5,16.6,9.7,21.4,40418
301,2065,101228,27,31,8,25,24.7,6.9,19.4,46975
301,2066,101229,23,16,9,22.1,13.8,8.6,19.9,40591
301,2067,101230,76,44,21,73.2,32.3,17.6,16.6,41337
301,2068,101231,27,16,12,25.3,9.7,7.6,19,47823
301,2069,101232,34,32,8,29.6,25.4,6.6,19.2,41502
301,2070,130357,39,24,13,36.7,14.7,10.9,17,41079
301,2071,130340,38,24,13,36.7,20.1,11.9,20.9,42748
301,2072,130919,33,33,12,31.5,23.3,11.4,18.5,41781
301,2073,131844,40,44,10,34,23.7,8.5,19.3,40467
301,2074,131845,34,21,9,31.8,16.5,7.6,17.4,42944
301,2075,131775,48,47,24,47.1,41.3,22.9,23.3,42992
301,3300,101233,21,21,7,19,14.7,4.4,23.1,45194
301,3301,101234,22,26,9,19.1,12.2,5.5,18.5,43388
301,3500,101235,21,11,8,21,5.8,7.1,17.4,39540
301,3502,101236,19,14,8,18.5,8.3,6.8,21.3,43313
301,3503,101237,22,22,6,19.1,18.3,5.8,22.8,43490
301,3505,101238,11,11,3,10.3,7.2,2.5,20.3,46660
301,3506,101239,13,12,4,11.9,7.7,3.4,18.5,43704
301,3507,136431,29,31,11,25.2,25.7,8.9,22,47765
301,4003,140962,9,12,3,9,10.9,3,19.5,47011
301,4023,101243,73,22,21,66.7,19.2,17.9,14,53670
301,4024,101244,122,24,31,110.2,20.2,27,15.7,46135
302,2001,136938,17,11,3,13.3,8.3,2.6,12.3,39541
302,2002,101258,25,33,6,24.5,25.9,5.4,20.9,39862
302,2003,101259,25,19,5,22.3,15,3.4,19.5,34891
302,2004,138272,13,5,3,8.2,4.3,2,12.8,37183
302,2007,101262,20,20,5,16.7,10.4,3.8,21.5,40413
302,2008,101263,16,12,4,13,8.2,3.6,22.7,45055
302,2009,101264,22,10,10,21.5,9.7,10,17.6,35496
302,2010,101265,25,23,7,21.8,20.1,6.6,16,39865
302,2011,101266,12,13,4,9.6,8.5,2.1,23.5,51884
302,2014,101269,34,29,8,30.4,25.2,7,23,39718
302,2015,101270,21,29,3,18.3,21.7,2.9,14.1,40590
302,2016,101271,14,9,3,10.6,7.1,2.4,19.7,42031
302,2017,101272,24,33,4,19.1,19.7,2.5,21.7,40796
302,2018,139489,24,31,6,21.4,20.5,4.3,19.7,37876
302,2019,101274,22,19,11,16.6,12,9.6,18.2,41253
302,2020,139562,6,8,5,4.7,4.5,2.4,19.1,36346
302,2021,101275,18,25,6,14.1,17.9,5.8,20.8,42418
302,2023,101277,34,34,14,31.9,27.5,12.9,20,37649
302,2024,101278,13,12,5,10.7,9.1,4.1,24.1,41735
302,2025,101279,19,18,3,15,10.4,1.8,21,38575
302,2026,101280,35,25,8,29.1,17.7,6.8,22.1,39913
302,2027,101281,22,12,2,20.7,10,2,17.3,40458
302,2028,101282,15,13,2,12.6,9.6,2,21.3,42644
302,2029,101283,23,20,7,20.6,14.1,6.7,21.8,42079
302,2030,138649,7,13,2,6.9,10,1.2,15,34238
302,2031,101285,15,14,6,12.6,9.3,5.2,17.5,40781
302,2032,101286,27,24,8,24.6,15.7,7.7,20.8,38691
302,2036,101289,19,24,4,17.5,19.9,3.9,16.4,45373
302,2037,101290,19,20,3,16.2,15,3,20,40041
302,2038,139633,20,17,10,17.6,14.4,8.6,23,40232
302,2041,139727,18,8,3,15.6,6.5,2.9,13.1,38328
302,2042,101293,14,19,3,12,15.3,2.5,25.3,38937
302,2043,101294,23,23,5,19.8,14.4,4.3,20.9,41447
302,2044,101295,19,29,5,16.8,16.4,3.7,21.6,41405
302,2045,101296,17,23,2,15.5,17.1,1.5,16.5,37560
302,2047,139817,26,31,4,23.2,25.1,3.9,19.7,43381
302,2048,140601,9,7,4,8.2,5.3,3.1,14,37569
302,2049,142114,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
302,2052,101297,26,33,8,24.6,31.8,7.8,19.8,38039
302,2054,101298,15,16,3,12.6,9.8,2.4,18.9,39170
302,2055,101299,16,21,6,12.7,13.5,4.3,17.6,46689
302,2057,101301,40,41,14,34.9,30.9,10,15,36981
302,2060,101304,28,25,10,23.3,19.3,8.5,18.9,40602
302,2067,101309,16,15,3,14.3,11.5,2.8,18.4,37105
302,2070,101311,14,13,5,10.5,10.2,3.4,21.7,38157
302,2071,101312,19,18,9,15.4,14.7,7.9,19.3,36860
302,2072,101313,20,31,3,18.4,21.8,2.8,18.5,38645
302,2073,101314,30,46,7,27.2,31.9,5.4,24.1,39138
302,2076,131617,28,36,5,24.4,19.6,4.3,19.4,37313
302,2077,131970,35,50,12,32.4,39.4,10.9,24.4,39277
302,2078,133364,12,16,3,9.9,11,2.6,26.7,37800
302,2079,133365,37,9,5,26.7,5.1,3.9,19.1,40049
302,3300,101315,14,11,2,10.9,9.2,1.9,19.2,40309
302,3302,101316,12,9,3,8.9,5.8,1.6,24.2,44645
302,3304,101317,13,12,4,11.6,7.5,3.7,21.3,40124
302,3305,101318,12,7,1,6.3,2.8,1,23.4,47368
302,3307,101319,15,15,4,9.6,5.4,3.4,24,42423
302,3309,101321,12,17,4,10.3,10.4,3.4,21,36654
302,3311,101323,19,15,9,17.8,10.4,6.5,25.5,40930
302,3312,101324,18,12,3,12.1,7.3,2.4,17.9,38098
302,3313,101325,13,13,4,11.8,8.8,3.3,18.7,39235
302,3314,101326,12,12,2,9.7,7.9,1.8,21.4,48654
302,3315,101327,11,6,5,7.3,4,2.1,28.6,38032
302,3316,101328,13,9,1,11.1,5.6,1,18.9,38232
302,3317,101329,14,15,5,11.6,10.9,2.5,22.1,39111
302,3500,101330,14,8,2,11.9,7,2,15.9,44443
302,3501,101331,12,9,5,11.2,5.9,3.9,20.8,43651
302,3502,101332,18,13,5,15.8,11.2,4.2,21,36676
302,3504,101333,26,24,13,24.1,15.7,8.5,19.7,37335
302,3506,101334,15,18,3,13.8,13.7,2.1,23.8,38146
302,3507,101335,14,10,3,12.4,6.5,2.5,19.3,40703
302,3509,101337,25,25,6,24.1,18.5,5.5,20.5,37271
302,3510,101338,23,22,5,19.9,13.5,3.6,21.1,44965
302,3511,101339,19,16,7,16.7,11.7,5.9,22.1,40925
302,3512,101340,31,30,8,24.6,21.5,6.7,18.1,33345
302,3513,101341,34,10,4,23.8,6.2,3.5,18.6,38455
302,3514,101342,7,7,2,6.8,5.7,2,33.1,40858
302,3515,137303,15,15,2,13.2,11.9,2,17.2,40438
302,3516,130998,15,12,1,11,8.1,1,21.6,38196
302,3518,134677,25,38,5,23.7,27.9,4.6,19.9,36861
302,3519,140236,44,77,7,39.8,56.2,6.2,16,37158
302,3520,135086,25,21,7,20.1,17.9,5.4,20.9,37695
302,3521,103119,42,33,12,41.6,20.8,9.8,19.3,38030
302,3522,131750,25,18,6,20.8,14.4,5.5,20.3,44648
302,3523,135226,34,38,12,27.3,26,10.7,22.6,45641
302,3524,136402,21,15,3,19.9,13.1,2.8,11.3,36534
302,5200,101355,20,20,8,16.4,14.7,6.2,21,43170
302,5201,101356,21,18,7,18.6,12.7,6,22.9,38649
302,5948,101376,22,22,4,16,16.4,3.4,14.2,37215
302,5949,131359,18,16,5,16.6,12.5,5,21.7,36336
302,6905,134798,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
302,6906,135507,80,13,29,78.4,12.8,29,14.7,38304
303,2000,141047,21,27,4,19.2,14.9,2.8,21.8,36028
303,2001,101402,24,23,6,20.3,13.4,4.6,20.3,39117
303,2002,101403,23,32,6,20,18.8,3.5,27.9,37355
303,2003,101404,12,12,4,9.5,6,2.8,23.7,42143
303,2005,136599,54,71,19,50.1,35.7,16,12.5,37053
303,2006,101407,18,21,4,17,12,2.9,21.7,36691
303,2007,142295,22,23,4,19.8,15.1,2.8,21.2,38883
303,2008,101409,21,28,3,20.5,18.9,2.5,21.3,39952
303,2009,134118,23,NA,1,19.6,NA,0.9,22.8,39863
303,2012,139494,21,19,6,20.5,11.4,4.5,21.1,41175
303,2016,101413,24,26,9,20,17.4,5.3,22.8,42047
303,2019,134185,11,NA,NA,9.7,NA,NA,22,41567
303,2020,136932,16,19,3,16,14.8,2.9,21.2,32169
303,2021,139115,20,17,5,18.6,10.9,3.8,18.9,40161
303,2022,139212,22,20,8,21.4,10.8,6.7,20.6,35645
303,2023,139213,9,9,5,8.4,6.6,3.1,24.2,37723
303,2029,137417,18,18,6,17,14.7,5.6,21.7,34751
303,2031,101420,20,14,6,16.3,8.7,5.4,29.4,36950
303,2032,101421,23,27,12,19.5,12.5,6.5,21.1,40670
303,2033,101422,25,28,7,22.3,16.4,4.8,19.8,41294
303,2041,139561,9,4,6,6.1,2.5,2.8,14,35353
303,2042,101426,23,20,7,19.7,8.9,3.6,22.5,39110
303,2044,141114,26,31,5,20.6,16.8,3.7,21.5,38903
303,2046,140710,25,34,7,24.2,13.8,5.1,26.9,38237
303,2048,141866,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
303,2049,101429,15,14,3,13.1,8.5,1.7,23.7,37875
303,2051,101431,19,14,8,17.6,11.2,5.4,18,38313
303,2056,101434,19,9,8,17.5,3.5,6.8,24.8,40777
303,2058,140443,26,10,7,23.1,7.4,6.7,20.6,35310
303,2059,101437,16,8,6,14.4,5.9,4.8,15.4,38348
303,2060,101438,14,12,6,14,9.4,5.3,20.8,40646
303,2061,101439,12,9,4,10.5,5.5,3,19.5,40639
303,2062,141889,28,23,12,26.8,15.3,8.7,21.9,35796
303,2063,101440,19,22,10,17.2,13.4,9.2,24.9,39112
303,2064,141976,14,6,4,13,3.7,2.8,18,37153
303,2065,101441,11,10,5,10.6,6.7,4.5,21,40574
303,2067,140532,24,29,4,20.8,19.8,4,20.2,39910
303,2068,101444,22,18,3,19.7,12.8,2.9,21.6,38115
303,2069,101445,20,10,4,17.8,8.2,3.6,18.3,35835
303,2080,140243,36,29,6,30.4,19.2,4.6,21.2,41328
303,2081,137380,29,21,16,29,16,15,20.3,36996
303,2083,101449,14,14,4,11,9.2,2.1,22.5,40742
303,3001,101451,19,12,7,17.2,6.8,5.1,24.5,38458
303,3008,142228,36,32,7,31.8,19.5,4.8,23.4,40303
303,3301,142229,24,13,8,17.8,6.9,4.7,23.2,39426
303,3302,142294,10,5,5,9.5,4,3.9,22.1,42663
303,3500,101455,21,16,6,17.8,9.8,3.7,23.5,39599
303,3501,101456,26,25,2,20.2,15,1.9,21.7,38628
303,3502,101457,14,8,10,9.7,5.3,5,21.6,43086
303,3503,101458,27,23,6,23.7,14,4.8,18.8,35186
303,3504,101459,23,15,4,21.2,7.4,3.2,19.5,37008
303,3505,101460,11,11,3,9.7,5.7,2.4,21.3,38348
303,3506,101461,12,9,4,11.6,5.2,2.9,16.7,34274
303,3510,134780,23,17,4,20,11,2.8,22.1,40100
303,5200,140320,11,13,6,8.6,8.5,5.3,24,39795
303,5201,140321,13,9,2,12,6.6,1.7,20,34649
303,5202,101475,9,10,5,9,4.4,3.8,23.6,44481
303,6905,133769,86,58,29,83.3,46.1,25.8,17.8,37811
303,6907,135951,89,27,43,86.2,23.4,39.3,17.4,38048
304,2000,101495,26,16,4,24.2,13.6,3.5,15.8,40116
304,2003,101496,30,33,8,29.5,21.8,6.7,20.1,36769
304,2006,101497,44,20,7,40.4,19.8,6.6,17.2,42002
304,2007,101498,13,11,6,11.4,9.3,5.8,16.8,39867
304,2017,101499,15,10,4,14.7,10,3.5,21.4,36817
304,2018,101500,22,9,3,20.3,7,2.1,19.2,41419
304,2019,101501,17,13,7,15.2,10.7,3.4,18.6,42936
304,2020,101502,26,23,9,23.8,15.1,7.7,21.6,44868
304,2021,139830,32,21,13,32,20.1,9.3,19.8,37905
