URN,COHORT,OVERALL,FEC,OTHERFE,SSF,SFC,APPREN,HEI,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,OTHERFEPER,SSFPER,SFCPER,APPRENPER,HEIPER,COMBOPER,KNOWNPER,UNKNOWNPER
123563,130,120,55,10,0,50,10,0,0,10,5,89%,43%,6%,0%,40%,6%,0%,0%,6%,5%
123564,110,90,20,SUPP,35,30,SUPP,0,0,10,15,79%,19%,SUPP,30%,29%,SUPP,0%,0%,8%,13%
123565,140,120,35,SUPP,0,80,10,0,0,15,10,82%,24%,SUPP,0%,57%,6%,0%,0%,11%,6%
123566,110,80,30,SUPP,20,30,SUPP,0,0,15,15,76%,28%,SUPP,20%,27%,SUPP,0%,0%,12%,12%
123567,160,130,60,5,50,15,10,0,SUPP,15,10,84%,38%,3%,33%,10%,5%,0%,SUPP,10%,6%
123568,220,190,65,5,90,35,10,0,SUPP,10,10,89%,29%,2%,42%,15%,4%,0%,SUPP,6%,6%
123569,90,70,45,SUPP,0,25,5,0,0,10,5,80%,51%,SUPP,0%,28%,4%,0%,0%,12%,8%
123570,160,140,50,5,0,80,5,0,0,10,10,87%,32%,4%,0%,52%,3%,0%,0%,6%,7%
123573,220,190,70,10,SUPP,110,15,0,0,20,10,86%,32%,4%,SUPP,49%,6%,0%,0%,9%,5%
123575,100,40,35,5,SUPP,0,SUPP,0,0,20,40,40%,34%,4%,SUPP,0%,SUPP,0%,0%,19%,41%
123577,110,100,45,0,5,45,5,0,0,5,5,91%,43%,0%,5%,43%,6%,0%,0%,4%,6%
123578,120,100,30,5,5,60,10,0,0,10,10,84%,26%,3%,4%,51%,8%,0%,0%,8%,8%
123580,170,140,80,10,55,0,10,0,0,15,5,86%,48%,5%,33%,0%,7%,0%,0%,10%,4%
123583,150,130,50,5,70,10,10,0,0,10,5,88%,32%,3%,47%,6%,5%,0%,0%,8%,4%
136979,240,170,125,10,SUPP,35,5,0,0,25,45,70%,51%,5%,SUPP,14%,3%,0%,0%,11%,19%
123586,170,150,45,5,85,15,10,0,0,10,10,89%,26%,4%,51%,9%,6%,0%,0%,6%,5%
123587,160,130,45,5,SUPP,75,5,0,0,10,15,83%,29%,4%,SUPP,49%,3%,0%,0%,6%,11%
123588,110,100,45,SUPP,45,SUPP,SUPP,0,SUPP,10,10,85%,39%,SUPP,42%,SUPP,SUPP,0%,SUPP,8%,7%
123589,190,170,40,5,125,0,5,0,SUPP,15,10,87%,21%,2%,64%,0%,3%,0%,SUPP,8%,5%
137336,160,140,60,5,0,65,5,0,0,10,15,85%,39%,4%,0%,42%,4%,0%,0%,6%,9%
136516,50,50,0,SUPP,45,5,SUPP,0,0,SUPP,SUPP,96%,0%,SUPP,83%,11%,SUPP,0%,0%,SUPP,SUPP
123572,180,150,80,10,5,55,5,0,0,15,10,86%,45%,6%,3%,32%,2%,0%,0%,9%,6%
123574,220,200,90,5,35,65,15,0,0,20,5,89%,41%,2%,17%,29%,6%,0%,0%,8%,3%
123576,170,130,60,15,5,55,10,0,0,25,10,80%,36%,8%,2%,34%,6%,0%,0%,14%,6%
123582,120,80,55,5,0,25,5,0,0,20,15,72%,48%,3%,0%,21%,4%,0%,0%,16%,11%
123585,110,90,50,10,SUPP,35,5,0,0,5,5,88%,45%,7%,SUPP,34%,4%,0%,0%,7%,6%
133708,140,120,55,15,5,40,10,0,0,15,5,87%,41%,10%,4%,31%,6%,0%,0%,10%,3%
137446,110,100,SUPP,0,100,5,0,0,SUPP,SUPP,SUPP,97%,SUPP,0%,92%,3%,0%,0%,SUPP,SUPP,SUPP
123595,170,150,80,10,10,50,10,0,0,15,5,89%,47%,5%,6%,31%,7%,0%,0%,8%,3%
123597,240,210,60,5,15,125,15,0,0,15,10,90%,26%,3%,6%,54%,6%,0%,0%,7%,3%
123598,120,110,30,5,20,45,5,0,SUPP,10,10,87%,26%,3%,17%,39%,3%,0%,SUPP,7%,7%
123627,160,160,5,0,140,10,0,0,0,5,SUPP,96%,4%,0%,86%,6%,0%,0%,0%,2%,SUPP
135149,150,110,40,20,25,25,10,0,0,25,10,77%,28%,13%,18%,18%,7%,0%,0%,17%,7%
135582,170,140,60,10,45,25,10,0,5,20,5,84%,35%,5%,26%,16%,6%,0%,2%,13%,3%
111402,190,150,50,5,90,5,10,0,0,25,20,78%,26%,4%,46%,2%,4%,0%,0%,12%,10%
111404,230,210,85,10,110,SUPP,15,0,SUPP,10,10,91%,38%,4%,48%,SUPP,6%,0%,SUPP,5%,4%
136340,210,200,65,5,120,5,5,0,SUPP,15,5,92%,30%,2%,56%,3%,2%,0%,SUPP,6%,1%
111410,130,120,75,5,SUPP,35,5,0,0,10,5,89%,59%,2%,SUPP,27%,3%,0%,0%,7%,4%
111417,130,110,95,10,0,0,10,0,0,15,5,83%,75%,8%,0%,0%,8%,0%,0%,12%,5%
111419,210,200,65,10,125,0,10,0,0,15,5,92%,30%,4%,58%,0%,4%,0%,0%,6%,2%
111420,180,150,140,10,SUPP,0,10,0,SUPP,20,5,85%,79%,5%,SUPP,0%,5%,0%,SUPP,11%,3%
111427,240,200,65,5,120,15,5,0,0,25,10,85%,27%,3%,50%,6%,2%,0%,0%,11%,4%
137449,190,180,40,5,110,25,5,0,SUPP,10,5,93%,21%,2%,57%,12%,4%,0%,SUPP,5%,2%
111436,270,250,60,5,165,20,15,0,0,15,5,94%,22%,3%,61%,8%,5%,0%,0%,5%,1%
136279,210,190,85,5,90,5,15,0,SUPP,10,10,90%,42%,2%,43%,3%,6%,0%,SUPP,4%,5%
111442,150,130,125,5,SUPP,0,10,0,0,15,10,85%,81%,3%,SUPP,0%,6%,0%,0%,8%,6%
111443,300,270,75,5,180,15,10,0,0,15,10,92%,25%,2%,60%,4%,3%,0%,0%,5%,3%
136655,180,160,50,10,100,5,10,0,SUPP,5,5,93%,28%,5%,56%,4%,5%,0%,SUPP,3%,4%
132747,170,150,60,10,75,10,15,0,SUPP,10,10,89%,34%,5%,45%,5%,8%,0%,SUPP,6%,5%
111452,120,100,85,SUPP,10,SUPP,5,0,0,10,10,84%,72%,SUPP,9%,SUPP,3%,0%,0%,9%,7%
111458,200,170,50,SUPP,105,15,5,0,0,20,10,86%,25%,SUPP,53%,8%,3%,0%,0%,9%,5%
135137,240,180,145,35,SUPP,SUPP,20,0,0,35,20,78%,62%,15%,SUPP,SUPP,9%,0%,0%,14%,8%
136278,240,220,65,5,145,SUPP,5,0,0,15,5,92%,27%,2%,62%,SUPP,2%,0%,0%,5%,3%
111396,110,50,40,5,SUPP,0,10,0,0,20,40,43%,39%,3%,SUPP,0%,8%,0%,0%,18%,39%
111397,170,130,45,5,80,SUPP,5,0,0,25,10,77%,28%,2%,47%,SUPP,2%,0%,0%,16%,7%
111398,260,230,45,5,175,SUPP,10,0,SUPP,20,15,88%,17%,2%,67%,SUPP,4%,0%,SUPP,7%,5%
111414,200,180,70,10,SUPP,100,10,0,0,15,5,89%,34%,5%,SUPP,50%,5%,0%,0%,9%,2%
111415,190,170,75,10,0,80,10,0,0,15,10,86%,39%,4%,0%,42%,5%,0%,0%,8%,6%
111416,170,160,50,5,65,35,5,0,0,5,5,93%,29%,2%,39%,22%,3%,0%,0%,3%,4%
136645,200,180,40,5,135,5,10,0,SUPP,5,10,92%,20%,3%,68%,2%,4%,0%,SUPP,2%,6%
111422,280,260,85,10,150,15,10,0,SUPP,10,10,92%,31%,3%,54%,5%,4%,0%,SUPP,4%,4%
111424,180,150,30,SUPP,115,SUPP,10,0,0,15,15,84%,17%,SUPP,66%,SUPP,5%,0%,0%,9%,7%
111429,270,230,75,15,135,SUPP,20,0,SUPP,20,20,84%,28%,6%,50%,SUPP,7%,0%,SUPP,8%,7%
111440,300,270,90,5,140,35,10,0,0,20,15,89%,30%,1%,46%,12%,3%,0%,0%,7%,4%
111449,160,150,50,SUPP,95,0,5,0,0,10,10,90%,30%,SUPP,58%,0%,4%,0%,0%,6%,5%
111450,200,190,55,5,115,10,10,0,SUPP,10,5,92%,28%,1%,56%,6%,4%,0%,SUPP,5%,3%
111451,190,170,55,5,100,0,15,0,SUPP,15,5,88%,30%,3%,54%,0%,7%,0%,SUPP,9%,3%
136543,180,160,55,5,90,10,10,0,0,5,15,88%,29%,2%,51%,6%,6%,0%,0%,4%,8%
135941,250,200,105,15,75,SUPP,15,0,0,35,20,78%,41%,7%,30%,SUPP,6%,0%,0%,14%,8%
112037,220,190,65,5,115,0,10,0,SUPP,10,15,87%,31%,2%,53%,0%,4%,0%,SUPP,5%,8%
112038,180,160,50,SUPP,105,0,5,0,SUPP,15,5,89%,29%,SUPP,59%,0%,3%,0%,SUPP,7%,4%
112039,110,100,65,SUPP,30,0,5,0,SUPP,5,5,89%,60%,SUPP,26%,0%,5%,0%,SUPP,6%,5%
136575,230,210,95,5,110,0,10,0,0,10,5,93%,41%,3%,49%,0%,5%,0%,0%,5%,2%
112041,160,130,55,SUPP,75,0,5,0,SUPP,15,10,85%,36%,SUPP,47%,0%,4%,0%,SUPP,8%,7%
112042,210,180,170,5,SUPP,0,5,0,0,20,15,84%,82%,2%,SUPP,0%,3%,0%,0%,10%,6%
112043,240,220,70,5,150,0,5,0,0,20,5,91%,28%,1%,61%,0%,2%,0%,0%,8%,1%
136852,200,170,155,5,10,SUPP,10,0,0,15,10,87%,79%,2%,6%,SUPP,6%,0%,0%,9%,5%
112045,220,190,60,0,130,0,5,0,SUPP,15,10,88%,28%,0%,60%,0%,1%,0%,SUPP,7%,4%
136596,220,190,75,SUPP,110,0,10,0,SUPP,20,15,84%,33%,SUPP,49%,0%,4%,0%,SUPP,8%,8%
137223,200,160,90,5,60,0,10,0,5,20,15,82%,47%,2%,32%,0%,5%,0%,2%,11%,7%
112048,210,180,90,5,90,0,10,0,SUPP,15,10,88%,43%,2%,43%,0%,6%,0%,SUPP,7%,4%
136383,230,180,40,5,135,0,10,0,SUPP,20,30,78%,18%,3%,57%,0%,4%,0%,SUPP,9%,12%
112050,140,110,105,5,0,0,5,0,0,15,15,81%,79%,2%,0%,0%,4%,0%,0%,10%,10%
136573,270,240,230,SUPP,SUPP,0,10,0,0,20,10,89%,87%,SUPP,SUPP,0%,3%,0%,0%,7%,4%
112052,190,160,155,5,SUPP,0,5,0,0,20,10,84%,81%,3%,SUPP,0%,3%,0%,0%,10%,6%
136524,220,190,95,5,95,0,10,0,SUPP,15,10,88%,43%,2%,42%,0%,4%,0%,SUPP,8%,5%
112054,250,210,135,SUPP,70,SUPP,10,0,SUPP,25,20,81%,53%,SUPP,27%,SUPP,4%,0%,SUPP,11%,8%
112055,250,220,215,5,5,0,15,0,0,15,15,88%,85%,2%,1%,0%,6%,0%,0%,6%,6%
136572,120,100,100,SUPP,0,0,5,0,0,10,5,86%,85%,SUPP,0%,0%,4%,0%,0%,9%,5%
136614,150,130,120,5,0,0,10,0,0,15,10,85%,81%,5%,0%,0%,7%,0%,0%,9%,6%
112058,100,90,85,5,5,0,SUPP,0,SUPP,5,5,93%,85%,3%,4%,0%,SUPP,0%,SUPP,4%,3%
136533,260,240,115,SUPP,115,0,10,0,SUPP,15,10,89%,44%,SUPP,44%,0%,3%,0%,SUPP,6%,4%
136567,250,220,215,5,0,0,10,0,0,20,5,90%,88%,2%,0%,0%,5%,0%,0%,8%,2%
112061,210,170,85,SUPP,85,0,10,0,SUPP,25,10,82%,40%,SUPP,40%,0%,4%,0%,SUPP,13%,6%
112062,120,100,80,0,20,0,5,0,0,10,10,84%,68%,0%,16%,0%,3%,0%,0%,9%,8%
112063,80,80,75,0,0,0,SUPP,0,0,5,SUPP,93%,93%,0%,0%,0%,SUPP,0%,0%,6%,SUPP
112064,150,130,125,0,0,SUPP,5,0,0,15,5,85%,84%,0%,0%,SUPP,3%,0%,0%,11%,4%
112065,150,120,110,5,0,SUPP,10,0,0,20,10,80%,75%,4%,0%,SUPP,8%,0%,0%,13%,7%
136873,180,150,150,SUPP,SUPP,SUPP,5,0,0,15,10,86%,83%,SUPP,SUPP,SUPP,3%,0%,0%,9%,5%
112067,160,140,135,SUPP,SUPP,0,5,0,0,15,5,87%,85%,SUPP,SUPP,0%,3%,0%,0%,11%,2%
112375,40,30,15,10,10,0,5,0,0,5,5,78%,33%,20%,25%,0%,15%,0%,0%,13%,10%
112377,40,40,15,10,10,0,5,0,0,5,5,84%,37%,26%,21%,0%,7%,0%,0%,9%,7%
112378,50,40,10,10,25,0,5,0,0,SUPP,10,82%,18%,16%,49%,0%,10%,0%,0%,SUPP,16%
112379,110,100,30,SUPP,65,0,SUPP,0,0,10,5,85%,27%,SUPP,56%,0%,SUPP,0%,0%,10%,5%
137269,30,30,10,SUPP,15,SUPP,SUPP,0,0,SUPP,SUPP,94%,35%,SUPP,50%,SUPP,SUPP,0%,0%,SUPP,SUPP
112381,220,200,40,20,145,0,15,0,0,10,10,92%,17%,9%,66%,0%,7%,0%,0%,5%,4%
112382,170,140,55,15,60,0,15,0,0,20,10,82%,35%,10%,38%,0%,10%,0%,0%,12%,5%
112383,210,190,60,20,25,85,25,0,0,15,10,87%,28%,9%,11%,39%,12%,0%,0%,8%,5%
112384,40,30,15,5,5,10,5,0,0,5,5,83%,32%,12%,15%,24%,7%,0%,0%,10%,7%
112385,210,190,60,15,110,10,20,0,0,10,10,91%,28%,6%,52%,4%,9%,0%,0%,5%,4%
112388,120,100,35,15,35,15,15,0,SUPP,10,5,85%,30%,12%,31%,12%,13%,0%,SUPP,10%,5%
112389,140,110,55,15,SUPP,40,20,0,0,15,10,81%,41%,10%,SUPP,29%,14%,0%,0%,12%,7%
112393,240,200,40,35,120,0,15,0,SUPP,25,20,82%,17%,14%,51%,0%,6%,0%,SUPP,10%,8%
112394,110,90,40,15,35,0,10,0,0,15,10,77%,35%,12%,30%,0%,11%,0%,0%,12%,11%
112395,170,140,70,15,60,0,15,0,0,15,15,83%,40%,8%,35%,0%,9%,0%,0%,9%,8%
112396,240,200,65,30,105,0,30,0,SUPP,25,15,83%,26%,13%,43%,0%,13%,0%,SUPP,10%,6%
112397,230,200,40,35,125,0,20,0,0,10,25,85%,17%,14%,53%,0%,9%,0%,0%,5%,10%
112398,220,200,65,25,110,0,35,0,SUPP,15,5,91%,29%,12%,49%,0%,15%,0%,SUPP,8%,1%
112399,70,50,25,5,25,0,5,0,0,10,5,76%,34%,7%,34%,0%,4%,0%,0%,14%,10%
112400,170,160,50,15,5,90,15,0,0,10,SUPP,93%,30%,9%,2%,52%,9%,0%,0%,6%,SUPP
112401,120,110,35,20,50,SUPP,20,0,0,10,10,87%,28%,17%,41%,SUPP,15%,0%,0%,7%,7%
136671,170,160,45,SUPP,110,0,5,0,0,5,10,92%,27%,SUPP,64%,0%,2%,0%,0%,3%,5%
136732,120,120,SUPP,5,110,0,SUPP,0,0,5,SUPP,96%,SUPP,6%,89%,0%,SUPP,0%,0%,2%,SUPP
137369,300,250,65,20,165,0,25,0,SUPP,20,25,85%,22%,7%,56%,0%,8%,0%,SUPP,7%,8%
136526,240,210,75,10,130,SUPP,15,0,0,20,10,89%,31%,4%,54%,SUPP,6%,0%,0%,8%,4%
137205,180,160,45,SUPP,110,SUPP,10,0,SUPP,10,15,87%,24%,SUPP,61%,SUPP,6%,0%,SUPP,5%,8%
137107,70,60,10,10,40,SUPP,5,0,0,5,10,81%,11%,12%,58%,SUPP,8%,0%,0%,5%,14%
137251,100,90,25,5,50,0,10,0,SUPP,5,10,88%,26%,7%,54%,0%,8%,0%,SUPP,4%,8%
137338,80,80,30,5,20,15,10,0,SUPP,5,5,92%,38%,8%,25%,19%,12%,0%,SUPP,4%,5%
136357,220,200,40,SUPP,155,0,10,0,0,15,5,90%,18%,SUPP,71%,0%,4%,0%,0%,6%,3%
137252,290,250,35,25,190,0,15,0,0,20,20,87%,12%,9%,66%,0%,5%,0%,0%,6%,7%
137254,170,150,40,20,90,0,20,0,SUPP,15,10,87%,23%,10%,52%,0%,10%,0%,SUPP,8%,5%
136902,170,150,15,15,120,0,10,0,0,10,5,90%,10%,8%,72%,0%,6%,0%,0%,6%,4%
135620,80,60,20,5,35,0,5,0,0,10,15,69%,22%,5%,42%,0%,7%,0%,0%,14%,17%
135621,310,230,65,35,125,0,35,0,5,45,35,74%,21%,11%,41%,0%,11%,0%,1%,15%,11%
135632,190,160,50,25,85,0,20,0,0,10,15,87%,28%,13%,46%,0%,10%,0%,0%,6%,7%
135940,410,350,170,45,5,135,35,0,0,35,20,86%,42%,11%,1%,33%,9%,0%,0%,9%,5%
136306,120,110,5,0,105,SUPP,0,0,0,5,SUPP,96%,5%,0%,90%,SUPP,0%,0%,0%,3%,SUPP
136666,130,130,5,SUPP,120,0,SUPP,0,SUPP,SUPP,5,96%,5%,SUPP,90%,0%,SUPP,0%,SUPP,SUPP,2%
115720,130,110,60,5,35,0,5,0,SUPP,20,10,80%,47%,4%,28%,0%,3%,0%,SUPP,14%,7%
115721,200,160,40,10,105,0,5,0,5,25,15,79%,20%,4%,54%,0%,3%,0%,2%,13%,8%
136772,250,230,60,SUPP,160,SUPP,5,0,0,20,5,91%,25%,SUPP,65%,SUPP,2%,0%,0%,7%,2%
115723,210,180,85,5,85,SUPP,5,0,5,20,15,85%,41%,3%,40%,SUPP,3%,0%,1%,8%,6%
137298,230,190,105,10,70,0,10,0,0,30,15,80%,45%,5%,30%,0%,5%,0%,0%,14%,6%
137059,140,120,110,5,5,0,5,0,0,10,5,87%,79%,3%,5%,0%,2%,0%,0%,9%,5%
137097,180,160,50,5,100,0,5,0,0,10,15,86%,28%,2%,56%,0%,2%,0%,0%,5%,9%
136982,230,180,55,5,125,0,10,0,SUPP,25,20,81%,23%,2%,55%,0%,4%,0%,SUPP,10%,9%
136767,110,110,5,0,100,0,SUPP,0,0,SUPP,SUPP,97%,6%,0%,91%,0%,SUPP,0%,0%,SUPP,SUPP
137123,130,120,20,SUPP,100,0,SUPP,0,0,SUPP,SUPP,98%,17%,SUPP,80%,0%,SUPP,0%,0%,SUPP,SUPP
136874,130,130,20,SUPP,105,0,5,0,0,SUPP,0,99%,15%,SUPP,84%,0%,2%,0%,0%,SUPP,0%
136353,130,130,0,0,125,0,0,0,SUPP,SUPP,0,99%,0%,0%,98%,0%,0%,0%,SUPP,SUPP,0%
136578,110,100,5,SUPP,100,0,SUPP,0,0,5,SUPP,94%,5%,SUPP,88%,0%,SUPP,0%,0%,5%,SUPP
115756,280,230,55,10,165,0,15,0,SUPP,30,15,82%,19%,3%,60%,0%,5%,0%,SUPP,12%,6%
137033,250,230,70,10,150,SUPP,10,0,0,10,10,92%,29%,3%,59%,SUPP,4%,0%,0%,4%,4%
115758,230,190,75,10,105,0,10,0,SUPP,20,15,85%,33%,4%,46%,0%,4%,0%,SUPP,9%,7%
136474,200,190,40,SUPP,145,0,10,0,SUPP,5,5,95%,20%,SUPP,74%,0%,5%,0%,SUPP,3%,2%
115760,230,200,75,10,115,0,20,0,0,20,15,85%,31%,5%,49%,0%,8%,0%,0%,9%,6%
136292,160,140,35,SUPP,105,0,5,SUPP,0,10,5,91%,22%,SUPP,67%,0%,3%,SUPP,0%,6%,4%
115762,220,190,65,5,120,SUPP,10,0,SUPP,15,10,88%,31%,1%,54%,SUPP,4%,0%,SUPP,7%,5%
136623,230,210,75,10,125,0,20,0,0,10,10,92%,33%,4%,55%,0%,8%,0%,0%,4%,4%
136960,180,160,55,SUPP,100,5,5,0,0,5,15,88%,31%,SUPP,55%,2%,2%,0%,0%,3%,9%
137382,170,140,20,SUPP,120,SUPP,10,0,SUPP,10,20,83%,10%,SUPP,70%,SUPP,5%,0%,SUPP,5%,12%
136764,100,80,35,SUPP,40,0,5,0,SUPP,10,10,80%,36%,SUPP,40%,0%,3%,0%,SUPP,12%,8%
136725,270,240,50,5,185,0,10,0,0,25,5,89%,19%,2%,68%,0%,3%,0%,0%,9%,3%
137217,140,120,90,5,30,0,5,0,0,10,10,86%,62%,2%,22%,0%,4%,0%,0%,8%,6%
136527,220,180,145,5,30,0,SUPP,0,SUPP,20,15,85%,68%,3%,13%,0%,SUPP,0%,SUPP,9%,6%
115772,140,100,65,5,25,0,SUPP,0,0,25,15,71%,49%,2%,20%,0%,SUPP,0%,0%,18%,11%
137387,150,130,80,SUPP,45,SUPP,5,0,0,10,10,85%,52%,SUPP,31%,SUPP,5%,0%,0%,7%,7%
115774,170,140,120,5,15,SUPP,5,SUPP,0,10,15,83%,72%,2%,8%,SUPP,4%,SUPP,0%,7%,10%
115775,140,120,105,SUPP,15,0,SUPP,0,0,15,5,86%,74%,SUPP,11%,0%,SUPP,0%,0%,11%,3%
136985,120,100,85,5,10,0,5,0,0,10,15,82%,70%,3%,8%,0%,2%,0%,0%,7%,11%
117499,170,140,65,SUPP,75,0,5,0,SUPP,10,15,84%,40%,SUPP,44%,0%,2%,0%,SUPP,7%,9%
131971,190,140,40,5,95,0,10,0,0,30,15,75%,21%,3%,51%,0%,5%,0%,0%,17%,8%
117500,180,160,50,SUPP,105,0,SUPP,0,0,10,10,89%,29%,SUPP,59%,0%,SUPP,0%,0%,7%,4%
117501,160,140,40,0,105,0,0,0,0,5,5,93%,25%,0%,68%,0%,0%,0%,0%,4%,3%
117502,160,150,35,SUPP,115,0,SUPP,0,0,10,5,90%,20%,SUPP,69%,0%,SUPP,0%,0%,6%,4%
137288,170,150,20,0,135,SUPP,SUPP,0,0,5,5,93%,11%,0%,81%,SUPP,SUPP,0%,0%,3%,4%
117504,170,150,60,SUPP,85,5,5,0,0,15,10,85%,33%,SUPP,49%,2%,3%,0%,0%,10%,5%
137038,180,160,40,0,120,0,0,0,0,10,10,90%,22%,0%,68%,0%,0%,0%,0%,5%,6%
117506,170,160,15,0,140,0,SUPP,0,0,5,5,95%,10%,0%,85%,0%,SUPP,0%,0%,2%,3%
117507,180,160,50,SUPP,100,SUPP,5,0,SUPP,10,10,88%,29%,SUPP,56%,SUPP,3%,0%,SUPP,6%,6%
136608,210,200,65,SUPP,125,5,5,0,0,5,10,92%,31%,SUPP,60%,1%,2%,0%,0%,2%,5%
137270,180,160,30,SUPP,130,SUPP,SUPP,0,0,10,10,90%,16%,SUPP,73%,SUPP,SUPP,0%,0%,5%,5%
117512,150,110,55,0,55,0,0,0,0,25,15,75%,38%,0%,37%,0%,0%,0%,0%,16%,10%
117514,170,160,30,5,120,0,5,0,SUPP,10,10,89%,18%,2%,69%,0%,2%,0%,SUPP,5%,6%
117515,190,170,60,5,110,0,5,0,0,10,10,88%,31%,2%,56%,0%,2%,0%,0%,6%,6%
117518,230,180,65,10,110,0,5,0,SUPP,30,20,79%,27%,3%,47%,0%,3%,0%,SUPP,12%,9%
117519,160,160,40,0,115,0,SUPP,0,0,5,5,96%,25%,0%,72%,0%,SUPP,0%,0%,2%,2%
136973,180,160,45,SUPP,115,0,5,0,0,5,10,91%,26%,SUPP,65%,0%,2%,0%,0%,3%,6%
137110,210,180,95,0,85,SUPP,0,0,0,15,10,87%,45%,0%,42%,SUPP,0%,0%,0%,8%,5%
137339,180,160,30,SUPP,135,0,5,0,0,5,5,93%,16%,SUPP,76%,0%,2%,0%,0%,3%,4%
117525,170,140,70,SUPP,70,0,SUPP,0,SUPP,15,15,83%,40%,SUPP,41%,0%,SUPP,0%,SUPP,8%,8%
117526,170,150,65,SUPP,85,0,5,0,SUPP,10,10,88%,36%,SUPP,50%,0%,2%,0%,SUPP,7%,5%
117527,110,100,30,SUPP,70,SUPP,0,0,0,5,10,89%,25%,SUPP,63%,SUPP,0%,0%,0%,4%,7%
117528,200,160,55,5,100,0,5,0,SUPP,25,15,80%,27%,3%,49%,0%,4%,0%,SUPP,13%,7%
136396,200,180,60,SUPP,120,0,5,0,0,10,10,90%,30%,SUPP,60%,0%,2%,0%,0%,4%,6%
117530,190,180,60,5,110,0,10,0,SUPP,10,5,91%,32%,2%,57%,0%,4%,0%,SUPP,6%,3%
117531,170,150,55,SUPP,85,0,5,0,SUPP,20,10,84%,32%,SUPP,50%,0%,3%,0%,SUPP,11%,5%
117532,190,160,85,5,70,0,5,0,0,15,15,83%,44%,2%,37%,0%,2%,0%,0%,8%,9%
117534,150,120,55,10,55,0,5,0,SUPP,20,10,79%,36%,5%,37%,0%,3%,0%,SUPP,14%,7%
117535,60,50,20,SUPP,35,SUPP,SUPP,0,0,10,SUPP,83%,28%,SUPP,52%,SUPP,SUPP,0%,0%,14%,SUPP
117536,200,180,65,5,110,0,5,0,SUPP,15,10,88%,31%,2%,55%,0%,3%,0%,SUPP,7%,5%
117537,180,150,35,5,110,5,10,0,0,15,10,84%,19%,2%,61%,2%,5%,0%,0%,10%,7%
117538,120,100,50,SUPP,55,0,10,0,0,10,5,87%,41%,SUPP,45%,0%,8%,0%,0%,9%,3%
117539,150,130,65,SUPP,55,5,5,0,0,5,15,85%,43%,SUPP,36%,5%,3%,0%,0%,4%,11%
137002,200,180,40,0,130,5,5,0,0,10,15,88%,20%,0%,66%,1%,1%,0%,0%,4%,8%
117547,80,60,30,SUPP,25,0,SUPP,0,SUPP,5,10,82%,42%,SUPP,34%,0%,SUPP,0%,SUPP,7%,12%
136609,180,160,50,SUPP,110,0,5,0,0,5,10,93%,29%,SUPP,63%,0%,3%,0%,0%,3%,5%
117549,200,180,85,5,95,SUPP,20,0,0,10,10,92%,43%,2%,47%,SUPP,10%,0%,0%,4%,5%
117550,160,140,75,5,55,0,SUPP,0,SUPP,10,15,84%,46%,3%,36%,0%,SUPP,0%,SUPP,6%,9%
137090,150,130,35,0,95,0,5,0,SUPP,15,10,82%,21%,0%,60%,0%,2%,0%,SUPP,10%,8%
117552,120,90,45,SUPP,45,0,SUPP,0,0,15,15,76%,39%,SUPP,36%,0%,SUPP,0%,0%,12%,12%
117553,240,220,65,5,150,0,10,0,SUPP,5,15,92%,27%,1%,63%,0%,4%,0%,SUPP,3%,5%
117555,150,130,40,0,90,0,SUPP,0,0,10,5,90%,29%,0%,61%,0%,SUPP,0%,0%,6%,3%
117556,190,190,20,SUPP,165,5,SUPP,0,0,SUPP,SUPP,98%,9%,SUPP,87%,2%,SUPP,0%,0%,SUPP,SUPP
117557,180,170,45,5,115,SUPP,SUPP,0,0,10,SUPP,93%,25%,2%,66%,SUPP,SUPP,0%,0%,6%,SUPP
117558,120,110,10,0,105,SUPP,0,0,0,5,5,95%,8%,0%,87%,SUPP,0%,0%,0%,3%,3%
136606,200,180,40,SUPP,140,0,SUPP,0,0,5,15,91%,20%,SUPP,71%,0%,SUPP,0%,0%,3%,7%
136276,180,160,20,SUPP,140,0,SUPP,0,0,5,10,92%,12%,SUPP,79%,0%,SUPP,0%,0%,3%,5%
136289,180,170,10,0,160,SUPP,0,0,0,SUPP,5,96%,6%,0%,90%,SUPP,0%,0%,0%,SUPP,4%
136899,190,180,30,0,150,SUPP,SUPP,0,0,5,5,96%,17%,0%,78%,SUPP,SUPP,0%,0%,2%,3%
117577,150,140,20,5,110,5,5,0,0,5,5,95%,15%,4%,74%,3%,2%,0%,0%,3%,2%
117578,210,180,50,0,130,SUPP,SUPP,SUPP,SUPP,15,15,86%,23%,0%,62%,SUPP,SUPP,SUPP,SUPP,6%,7%
136554,200,190,15,0,175,SUPP,0,0,0,5,5,95%,6%,0%,88%,SUPP,0%,0%,0%,3%,2%
117580,160,150,40,0,110,0,SUPP,0,0,5,5,93%,25%,0%,69%,0%,SUPP,0%,0%,3%,4%
136877,260,240,60,SUPP,175,0,5,0,0,10,15,90%,23%,SUPP,67%,0%,1%,0%,0%,3%,6%
137224,140,120,30,SUPP,85,0,5,0,SUPP,20,5,82%,21%,SUPP,60%,0%,3%,0%,SUPP,13%,5%
117584,180,150,60,5,85,SUPP,5,0,SUPP,15,5,87%,35%,3%,49%,SUPP,3%,0%,SUPP,9%,4%
