"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
141392,105571,"Newall Green High School","Parent","24-09-2014"
141393,121384,"Brotherton and Byram Community Primary School","Parent","24-09-2014"
141395,121155,"Stalham High School","Parent","24-09-2014"
141396,134425,"Rosslyn Park Primary and Nursery School","Parent","24-09-2014"
141397,137862,"Brocklewood Primary and Nursery School","Parent","24-09-2014"
141398,132144,"Robin Hood Primary and Nursery School","Parent","24-09-2014"
141399,111729,"Bydales School","Parent","24-09-2014"
141400,133479,"Kentmere Primary School","Parent","24-09-2014"
141401,105685,"Westwood Primary School","Parent","24-09-2014"
141403,107020,"Greenlands Nursery Infant School","Parent","24-09-2014"
141404,107019,"Greenlands Junior School","Parent","24-09-2014"
141406,124535,"Glemsford Community Primary School","Parent","24-09-2014"
141407,124908,"Beacon Hill School","Parent","24-09-2014"
141408,106221,"Linden Road Primary School and Hearing Impaired Resource Base","Parent","24-09-2014"
141409,108227,"Airedale Junior School","Parent","24-09-2014"
141410,104221,"Bloxwich CofE Primary School","Parent","24-09-2014"
141412,116875,"Cutnall Green CofE First","Parent","01-10-2014"
141413,131400,"St Ambrose Catholic Primary","Parent","01-10-2014"
141414,116994,"Hagley Catholic High School","Parent","01-10-2014"
141443,116922,"St Clement's CofE Primary","Parent","01-10-2014"
141444,116915,"St Wulstan's Catholic Primary School","Parent","01-10-2014"
141445,106208,"Manchester Road Primary School","Parent","01-10-2014"
141446,125188,"Queen Eleanor's CofE Junior School","Parent","01-10-2014"
141447,125027,"Cuddington Croft Primary School","Parent","01-10-2014"
141448,124510,"Blackfriars School","Parent","01-10-2014"
141449,124511,"Coppice School","Parent","01-10-2014"
141450,124178,"Glascote Heath Primary School","Parent","01-10-2014"
141451,123578,"The Lacon Childe School","Parent","01-10-2014"
141452,120227,"St Nicholas CofE VA Primary School","Parent","01-10-2014"
141453,120179,"Ketton CofE Primary School","Parent","01-10-2014"
141454,120183,"Whissendine Church of England Primary School","Parent","01-10-2014"
141455,106937,"St Alban's CofE (Aided) Primary School","Parent","01-10-2014"
141456,111681,"Saint Paulinus Catholic Voluntary Aided Primary School","Parent","01-10-2014"
141457,111680,"Saint Joseph's Roman Catholic Primary School","Parent","01-10-2014"
141458,111679,"Saint Bede's Catholic VA Primary School","Parent","01-10-2014"
141459,123147,"St Nicholas CofE Primary School","Parent","01-10-2014"
141460,122821,"St Philip Neri with St Bede Catholic Primary School","Parent","01-10-2014"
141461,121981,"Loddington Church of England Primary School","Parent","01-10-2014"
141462,122021,"Great Addington Church of England Primary School","Parent","01-10-2014"
141463,121465,"Roseberry Community Primary School","Parent","01-10-2014"
141464,121057,"The James Bradfield Church of England Community Primary School","Parent","01-10-2014"
141465,120869,"Clenchwarton Community Primary School","Parent","01-10-2014"
141466,118929,"The Howard School","Parent","01-10-2014"
141467,118561,"Brompton-Westbrook Primary School","Parent","01-10-2014"
141468,120133,"Higham-on-the-Hill Church of England Primary School","Parent","01-10-2014"
141469,119940,"The Grove Primary School","Parent","01-10-2014"
141470,107783,"St John Fisher Catholic High School","Parent","01-10-2014"
141471,118758,"St Peter's Catholic Primary School","Parent","01-10-2014"
141472,118774,"More Park Catholic Primary School","Parent","01-10-2014"
141473,115894,"Fawley Infant School","Parent","01-10-2014"
141474,116485,"Blackfield Primary School","Parent","01-10-2014"
141475,114691,"Saxon Mount School","Parent","01-10-2014"
141476,114690,"Torfield School","Parent","01-10-2014"
141477,103849,"St Joseph's RC Primary School","Parent","01-10-2014"
141478,112908,"St Joseph's Catholic Primary","Parent","01-10-2014"
141479,107558,"Sacred Heart Catholic Primary School, Sowerby Bridge","Parent","01-10-2014"
141480,107545,"St Malachy's Catholic Primary School","Parent","01-10-2014"
141481,101652,"St Vincent's Catholic Primary School","Parent","01-10-2014"
141482,101653,"St Philomena's Roman Catholic Primary School","Parent","01-10-2014"
141483,119456,"Darwen St Barnabas Church of England Voluntary Aided Primary School","Parent","01-10-2014"
141484,103461,"Our Lady of Fatima Catholic Primary School","Parent","01-10-2014"
141485,117706,"Young People's Education Centre","Parent","01-10-2014"
141486,124266,"St Giles' and St George's CofE (C) Primary School","Parent","01-10-2014"
141487,131817,"Brookfield School","Parent","01-10-2014"
141488,106906,"Bramley Grange Primary School","Parent","01-10-2014"
141489,103843,"St Mary's RC Primary School","Parent","01-10-2014"
141491,136136,"Landau Forte Academy, Amington","Parent","17-08-2013"
141493,124217,"Pye Green Valley Primary School","Parent","01-10-2014"
141494,116126,"Wordsworth Primary School","Parent","01-10-2014"
141495,107148,"Handsworth Grange Community Sports College","Parent","01-10-2014"
141496,120806,"Filby Primary School","Parent","01-10-2014"
141497,118771,"St Richard's Catholic Primary School","Parent","01-10-2014"
141498,115335,"Castle View School","Parent","01-10-2014"
141521,108006,"St Chad's Church of England Primary School","Parent","01-11-2014"
141522,108228,"Airedale Infant School","Parent","01-11-2014"
141523,113059,"Axminster Community Primary School","Parent","01-11-2014"
141524,113806,"Marshwood Church of England Aided Primary School","Parent","01-11-2014"
141525,113439,"Mrs Ethelston's Church of England (VA) Primary School","Parent","01-11-2014"
141526,113883,"Queen Elizabeth's School","Parent","01-11-2014"
141527,113427,"St Andrew's Church of England (VA) Primary School","Parent","01-11-2014"
141528,111939,"Tintagel Primary School","Parent","01-11-2014"
141529,101649,"Chislehurst (St Nicholas) Church of England Voluntary Aided Primary School","Parent","01-11-2014"
141530,116219,"Isambard Brunel Junior School","Parent","01-11-2014"
141531,116227,"Newbridge Junior School","Parent","01-11-2014"
141532,118863,"Our Lady of Hartley Catholic Primary School, Hartley, Longfield","Parent","01-11-2014"
141533,125467,"Pond Meadow School","Parent","01-11-2014"
141534,118249,"St Albans Road Infant School","Parent","01-11-2014"
141534,137952,"York Road Junior Academy","Parent - merged","01-02-2015"
141535,101662,"St Mary's Catholic Primary School, Beckenham","Parent","01-11-2014"
141536,122804,"All Saints Harworth CofE (Aided) Primary School","Parent","01-11-2014"
141537,106921,"Anston Greenlands Junior and Infant School","Parent","01-11-2014"
141538,111186,"West Bank Primary School","Parent","29-10-2014"
141539,106865,"Dalton Listerdale Junior and Infant School","Parent","01-11-2014"
141540,112700,"Dovedale Primary School","Parent","01-11-2014"
141541,122737,"Ryton Park Primary School","Parent","01-11-2014"
141542,112684,"Sawley Infant and Nursery School","Parent","01-11-2014"
141543,112689,"Sawley Junior School","Parent","01-11-2014"
141544,112618,"Shardlow Primary School","Parent","01-11-2014"
141545,122775,"St Mary Magdalene CofE (VA) Primary School","Parent","01-11-2014"
141546,124557,"Burton End Community Primary School","Parent","01-11-2014"
141547,115747,"Minchinhampton School","Parent","01-11-2014"
141548,118485,"Lansdowne Primary School","Parent","29-10-2014"
141550,124579,"Easton Community Primary School","Parent","01-11-2014"
141551,124617,"Wickham Market Community Primary School","Parent","01-11-2014"
141552,110828,"St Andrew's CofE Primary School","Parent","01-11-2014"
141553,118315,"Stoke Community School","Parent","01-11-2014"
141554,124594,"Leiston Primary School","Parent","01-11-2014"
141561,137077,"Rosedale College","Parent - Split School","01-11-2014"
141563,135275,"Springwell Community  Special School","Parent","01-12-2014"
141564,134055,"Barnsley PRU","Parent","01-12-2014"
141565,135089,"Tauheedul Islam Girls High School","Parent","01-12-2014"
141566,101651,"St Joseph's Catholic Primary School","Parent","01-12-2014"
141567,101648,"St Mark's Church of England Primary School","Parent","01-12-2014"
141568,135138,"Wistaston Church Lane Primary School","Parent","01-12-2014"
141569,112899,"Immaculate Conception Catholic Primary","Parent","01-12-2014"
141570,103871,"Ellowes Hall Sports College","Parent","01-12-2014"
141571,131346,"Northwick Park Primary School","Parent","01-12-2014"
141572,114950,"Katherine Semar Junior School","Parent","01-12-2014"
141573,114892,"Mildmay Junior School","Parent","01-12-2014"
141574,114966,"Katherine Semar Infant School","Parent","01-12-2014"
141575,115684,"Hardwicke Parochial Primary School","Parent","01-12-2014"
141576,100233,"Northwold Primary School","Parent","01-12-2014"
141577,102320,"Pyrgo Priory Primary School","Parent","01-12-2014"
141578,118594,"Shorne Church of England Voluntary Controlled Primary School","Parent","01-12-2014"
141579,118856,"St Botolph's Church of England Voluntary Aided Primary School","Parent","01-12-2014"
141580,118868,"St Joseph's Catholic Primary School, Northfleet","Parent","01-12-2014"
141581,120650,"The Banovallum School, Horncastle","Parent","01-12-2014"
141582,104615,"St Silas Church of England Primary School","Parent","01-12-2014"
141583,120878,"The Howard Junior School, King's Lynn","Parent","01-12-2014"
141584,121047,"Mundford Church of England Primary School","Parent","01-12-2014"
141585,131582,"Young People's Centre","Parent","01-12-2014"
141586,122435,"Radford Primary School","Parent","01-12-2014"
141587,106939,"Trinity Croft CofE Junior and Infant School","Parent","01-12-2014"
141588,106933,"Thrybergh Fullerton CofE VA Primary School","Parent","01-12-2014"
141589,106924,"Flanderwell Primary School","Parent","01-12-2014"
141590,106938,"Aston All Saints CofE (A) Primary School","Parent","01-12-2014"
141591,124647,"Cliff Lane Primary School","Parent","01-12-2014"
141592,125061,"Ravenscote Community Junior School","Parent","01-12-2014"
141593,125297,"Whyteleafe Primary School","Parent","01-12-2014"
141594,108267,"Holy Family and St Michael's Catholic Primary School, Pontefract","Parent","01-12-2014"
141595,108256,"English Martyrs Catholic Primary School","Parent","01-12-2014"
141598,111447,"Bridgewater High School","Parent","01-12-2014"
141600,125818,"Rose Green Junior School","Parent","01-12-2014"
141601,109970,"St Luke's CofE Primary School","Parent","01-12-2014"
141602,109965,"Burchetts Green CofE Infants' School","Parent","01-12-2014"
141610,103378,"Green Meadow Primary School","Parent","01-01-2015"
141611,119593,"Blackpool Baines Endowed Church of England Voluntary Aided Primary School","Parent","01-01-2015"
141613,101634,"Midfield Primary School","Parent","01-01-2015"
141614,111164,"Boughton Heath Primary School","Parent","01-01-2015"
141616,111892,"Tywardreath School","Parent","05-12-2014"
141617,100361,"Hurlingham and Chelsea Secondary School","Parent","09-12-2014"
141618,133408,"Meadowbrook Primary School","Parent","09-12-2014"
141619,126258,"The Avenue Primary School and Children's Centre","Parent","09-12-2014"
141620,130091,"Emslie Morgan Alternative Provision School (EMAPS)","Parent","09-12-2014"
141621,111123,"Mill View Primary School","Parent","01-01-2015"
141622,112022,"Antony Church of England School","Parent","01-01-2015"
141623,112221,"Stanwix Primary School","Parent","01-01-2015"
141624,113206,"Kingswear Community Primary School","Parent","01-01-2015"
141625,114795,"Woodham Ley Primary School","Parent","01-01-2015"
141626,135154,"Thundersley Primary School","Parent","01-01-2015"
141627,111606,"West View Primary School","Parent","01-01-2015"
141628,131583,"Ursuline College","Parent","01-01-2015"
141629,118862,"Stella Maris Catholic Primary School","Parent","01-01-2015"
141630,120191,"Townlands Church of England Primary School","Parent","01-01-2015"
141631,117923,"Fairfield Primary School","Parent","01-01-2015"
141632,130963,"Brambleside Community Primary School","Parent","01-01-2015"
141633,134877,"Our Lady of Walsingham Catholic Primary School","Parent","01-01-2015"
141634,122047,"St Edward's Catholic Primary School","Parent","01-01-2015"
141635,122050,"St Thomas More Catholic Primary School","Parent","01-01-2015"
141636,123361,"Cleobury Mortimer Primary School","Parent","01-01-2015"
141637,123360,"Clee Hill Community Primary School","Parent","01-01-2015"
141638,109012,"Charborough Road Primary School","Parent","01-01-2015"
141639,124797,"Thomas Gainsborough School","Parent","01-01-2015"
141640,124637,"Pakefield Primary School","Parent","01-01-2015"
141641,106469,"Abram CofE Primary School","Parent","01-01-2015"
141642,106416,"Hindley Green Primary School","Parent","01-01-2015"
141643,106475,"St Peter's CofE Primary School","Parent","01-01-2015"
141644,106473,"Hindley Green St John's Junior and Infant School","Parent","01-01-2015"
141645,126364,"St Mark's CofE Junior School, Salisbury","Parent","01-01-2015"
141646,126246,"Wyndham Park Infants' School","Parent","01-01-2015"
141647,126551,"Exeter House Special School","Parent","01-01-2015"
141648,134720,"Northwood Park Primary School","Parent","01-01-2015"
141649,118054,"St Richard's RC Primary School","Parent","01-01-2015"
141650,118305,"South Borough Primary School","Parent","01-01-2015"
141651,101225,"Thames View Junior School","Parent","15-12-2014"
141652,109280,"Brislington Enterprise College","Parent","15-12-2014"
141653,111278,"Peover Superior Endowed Controlled Primary School","Parent","16-12-2014"
141655,114573,"All Saints CofE Junior School","Parent","16-12-2014"
141656,114848,"Stambridge Primary School","Parent","16-12-2014"
141657,115172,"St James' Church of England Voluntary Aided Primary School, Harlow","Parent","16-12-2014"
141658,115087,"Mistley Norman Church of England Voluntary Controlled Primary School","Parent","16-12-2014"
141659,118747,"Charlton Church of England Primary School","Parent","16-12-2014"
141660,118560,"Lydd Primary School","Parent","16-12-2014"
141661,134963,"Tuckswood Primary School and Nursery","Parent","16-12-2014"
141662,121074,"Middleton Voluntary Controlled Primary School","Parent","16-12-2014"
141663,121089,"Swaffham CofE VC Junior School","Parent","16-12-2014"
141664,134843,"Riverside Primary School and Early Years Unit","Parent","16-12-2014"
141665,109300,"Sir Bernard Lovell School","Parent","16-12-2014"
141666,100789,"Gloucester School","Parent","16-12-2014"
141667,125031,"The Pilgrims' Way School","Parent","16-12-2014"
141668,103480,"Saltley School and Specialist Science College","Parent","16-12-2014"
141669,103464,"St Columba's Catholic Primary School","Parent","16-12-2014"
141670,103448,"St Joseph's Catholic Primary School","Parent","16-12-2014"
141671,113748,"King's Park Primary School","Parent","16-12-2014"
141672,101536,"St Andrew and St Francis CofE Primary School","Parent","16-12-2014"
141673,105312,"Gorsefield Primary School","Parent","16-12-2014"
141674,112928,"St Giles CofE (Aided) Primary School","Parent","16-12-2014"
141675,113055,"North Devon Personalised Learning Service","Parent","16-12-2014"
141676,113053,"The Central Devon Personalised Learning Service","Parent","16-12-2014"
141677,133355,"South & West Devon Personalised Learning Service","Parent","16-12-2014"
141682,138477,"Mount Grace High School","Parent - merged","31-08-2015"
141682,138344,"John Cleveland College","Parent - merged","31-08-2015"
141683,101246,"The Sydney Russell School","Parent","01-02-2015"
141683,141332,"Southern Consortium Sixth Form","Sixth Form Centre Link","16-06-2015"
141684,106674,"Kirk Sandall Junior School","Parent","08-01-2015"
141685,100332,"Langford Primary School","Parent","08-01-2015"
141686,111749,"Manor College of Technology","Parent","08-01-2015"
141687,107675,"Marsden Junior School","Parent","08-01-2015"
141688,107694,"Millbridge Junior Infant and Nursery School","Parent","28-02-2015"
141689,105497,"St James' CofE Primary School Gorton","Parent","08-01-2015"
141691,139431,"Peterhouse CE VA Primary school","Parent","09-01-2015"
141692,116218,"Stamshaw Junior School","Parent","09-01-2015"
141693,104946,"Hillside High School","Parent","09-01-2015"
141694,104951,"Litherland High School","Parent","09-01-2015"
141695,123721,"Castle Primary School","Parent","09-01-2015"
141702,124623,"Reydon Primary School","Parent","22-01-2015"
141704,133394,"Greenacre School","Parent","01-02-2015"
141705,109290,"Fairfield High School","Parent","01-02-2015"
141706,109128,"Four Acres Primary School","Parent","01-02-2015"
141707,110842,"Ely St Mary's CofE Junior School","Parent","01-02-2015"
141708,111069,"Hungerford Primary School","Parent","01-02-2015"
141709,111890,"Mevagissey Community Primary School","Parent","01-02-2015"
141710,136070,"Carclaze Community Primary School","Parent","01-02-2015"
141711,112304,"Lazonby CofE School","Parent","01-02-2015"
141712,103866,"Ridgewood High School","Parent","01-02-2015"
141713,114454,"Silverdale Primary School","Parent","01-02-2015"
141714,114878,"Hatfield Heath Community Primary School","Parent","01-02-2015"
141715,114940,"Waterman Primary School","Parent","01-02-2015"
141716,100196,"St Thomas More Roman Catholic Comprehensive School","Parent","01-02-2015"
141717,111613,"West Park Primary School","Parent","01-02-2015"
141718,102397,"Ryefield Primary School","Parent","01-02-2015"
141719,118031,"Newland St John CofE Primary School","Parent","01-02-2015"
141720,117819,"Stockwell Primary School","Parent","01-02-2015"
141721,121029,"St Peter and St Paul Church of England Voluntary Controlled Primary School","Parent","01-02-2015"
141722,121634,"Richard Taylor Church of England Primary School","Parent","01-02-2015"
141723,121989,"Ringstead Church of England Primary School","Parent","01-02-2015"
141724,122035,"St James CofE VA Primary School","Parent","01-02-2015"
141725,121982,"Milton Parochial Primary School","Parent","01-02-2015"
141726,122163,"Greenfields School and Sports College","Parent","01-02-2015"
141727,133776,"Meadowbrook College","Parent","01-02-2015"
141728,116204,"Gatcombe Park Primary School","Parent","01-02-2015"
141729,106900,"Maltby Lilly Hall Primary School","Parent","01-02-2015"
141730,106958,"Dinnington Comprehensive Specialising in Science and Engineering","Parent","01-02-2015"
141731,106873,"Ravenfield Primary School","Parent","01-02-2015"
141732,124091,"Castle Primary School","Parent","01-02-2015"
141733,125177,"Esher CofE Aided Primary School","Parent","01-02-2015"
141734,134178,"Larkswood Primary School","Parent","01-02-2015"
141735,113852,"The Sir John Colfox School","Parent","01-02-2015"
141736,124638,"Dell Primary School","Parent","27-01-2015"
141740,123826,"Buckland St Mary Church of England Primary School","Parent","09-02-2015"
141741,131146,"Chase High School","Parent","09-02-2015"
141743,125615,"Keresley Newland Primary School","Parent","09-02-2015"
141744,125735,"Kingsbury School, A Specialist Science College with Mathematics","Parent","09-02-2015"
141745,134709,"Manorside Primary School","Parent","09-02-2015"
141746,106522,"Rose Bridge High School","Parent","09-02-2015"
141747,125725,"St Anne's Catholic Primary School","Parent","09-02-2015"
141754,118546,"Godinton Primary School","Parent","01-03-2015"
141755,113742,"Ad Astra Infant School","Parent","01-03-2015"
141757,113859,"Allenbourn Middle School","Parent","01-03-2015"
141758,121138,"Anthony Curton CofE Primary School","Parent","01-03-2015"
141759,106202,"Ashton West End Primary School","Parent","01-02-2015"
141760,132784,"Bowbridge Primary School","Parent","01-03-2015"
141761,113153,"Brayford Primary School","Parent","01-03-2015"
141762,113706,"Canford Heath Infant School","Parent","01-03-2015"
141763,113701,"Canford Heath Junior School","Parent","01-03-2015"
141764,102563,"Castle Hill Primary School","Parent","01-03-2015"
141765,115461,"Castledon School","Parent","01-03-2015"
141766,118530,"Chilton Primary School","Parent","01-03-2015"
141767,109063,"Clutton Primary School","Parent","01-03-2015"
141768,113664,"Colehill First School","Parent","01-03-2015"
141769,104379,"Corpus Christi Catholic Primary School","Parent","01-03-2015"
141770,124336,"Dilhorne Endowed CofE (VA) Primary School","Parent","01-03-2015"
141771,106867,"Dinnington Community Primary School","Parent","01-03-2015"
141773,131700,"Elliston Primary School","Parent","01-03-2015"
141774,122510,"Ernehale Junior School","Parent","01-03-2015"
141775,104313,"Field View Primary School","Parent","01-03-2015"
141777,113763,"Frome Valley CofE VA First School","Parent","01-03-2015"
141778,121140,"Gillingham St Michael's Church of England Primary School","Parent","01-03-2015"
141779,124303,"Gnosall St Lawrence CofE (C) Primary School","Parent","01-03-2015"
141780,121118,"Gooderstone Church of England Voluntary Aided Primary School","Parent","01-03-2015"
141782,123645,"Hambridge Community Primary School","Parent","01-03-2015"
141783,124301,"Haughton St Giles CofE (C) Primary School","Parent","01-03-2015"
141784,101591,"Hawes Down Infant School","Parent","01-03-2015"
141785,101590,"Hawes Down Junior School","Parent","01-03-2015"
141786,113686,"Hayeswood First School","Parent","01-03-2015"
141787,113744,"Haymoor Junior School","Parent","01-03-2015"
141788,106840,"Herringthorpe Junior School","Parent","01-03-2015"
141789,104373,"Holy Rosary Catholic Primary School","Parent","01-03-2015"
141790,123648,"Huish Episcopi Primary School","Parent","01-03-2015"
141791,122157,"Isebrook SEN Cognition & Learning College","Parent","01-03-2015"
141792,111022,"Ivy Bank Primary School","Parent","01-03-2015"
141793,120456,"Keelby Primary School","Parent","01-03-2015"
141794,113707,"Merley First School","Parent","01-03-2015"
141795,123687,"Middlezoy Primary School","Parent","01-03-2015"
141796,113672,"Milborne St Andrew First School","Parent","01-03-2015"
141797,107838,"Morley Newlands Primary School","Parent","01-03-2015"
141798,113808,"Motcombe CofE VA Primary School","Parent","01-03-2015"
141799,108147,"Normanton Common Primary School","Parent","01-03-2015"
141800,123771,"Oakhill Church of England Primary School","Parent","01-03-2015"
141801,123691,"Othery Village School","Parent","01-03-2015"
141802,104401,"Our Lady and St Chad Catholic Sports College","Parent","01-03-2015"
141803,125712,"Our Lady of the Angels Catholic Infant School","Parent","01-03-2015"
141804,113811,"Piddle Valley Church of England First School","Parent","01-03-2015"
141805,105611,"Piper Hill High School","Parent","01-03-2015"
141806,113765,"Puddletown Church of England First School","Parent","01-03-2015"
141807,135299,"Rye Community Primary School","Parent","01-03-2015"
141808,132173,"Saint Cecilia's, Wandsworth Church of England School","Parent","01-03-2015"
141809,111037,"Sandbach Community Primary School","Parent","01-03-2015"
141810,113778,"Shaftesbury Church of England Primary School","Parent","01-03-2015"
141811,111330,"St Alban's Catholic Primary School","Parent","01-03-2015"
141812,125705,"St Benedict's Catholic Primary School","Parent","01-03-2015"
141814,122367,"St Benet Biscop Catholic Voluntary Aided High School","Parent","01-03-2015"
141815,103432,"St Brigid's Catholic Primary School","Parent","01-03-2015"
141816,123190,"St Christopher's Church of England School","Parent","01-03-2015"
141817,125706,"St Francis Catholic Primary School","Parent","01-03-2015"
141818,110029,"St Francis Catholic Primary School, South Ascot","Parent","01-03-2015"
141819,124646,"St Helen's Primary School","Parent","01-03-2015"
141820,103450,"St James Catholic Primary School","Parent","01-03-2015"
141821,113771,"St John's Church of England Voluntary Controlled First School, Wimborne","Parent","01-03-2015"
141822,124295,"St John's CofE (C) Primary School","Parent","01-03-2015"
141823,125726,"St Joseph's Catholic Junior School","Parent","01-03-2015"
141824,112912,"St Laurence CofE VA Primary School","Parent","01-03-2015"
141825,104369,"St Martin's Church of England Primary School","Parent","01-03-2015"
141826,111335,"Saint Mary's Catholic Primary School","Parent","01-03-2015"
141827,104375,"St Mary's Catholic Primary School, Wolverhampton","Parent","01-03-2015"
141828,122313,"St Matthew's Catholic Primary School","Parent","01-03-2015"
141829,113891,"St Michael's Church of England Voluntary Aided Middle School, Colehill","Parent","01-03-2015"
141830,103457,"St Paul's Catholic Primary School","Parent","01-03-2015"
141831,111361,"St Paul's Catholic Primary School","Parent","01-03-2015"
141832,122310,"St Paul's Roman Catholic Voluntary Aided First School","Parent","01-03-2015"
141833,123189,"St Peter's Church of England Voluntary Aided Infants School, Alvescot","Parent","01-03-2015"
141834,122368,"St Peter's RC Middle School","Parent","01-03-2015"
141835,103533,"St Thomas Aquinas Catholic School","Parent","01-03-2015"
141836,125758,"St Thomas More Catholic School and Sixth Form College","Parent","01-03-2015"
141837,124339,"St Werburgh's CofE (A) Primary School","Parent","01-03-2015"
141838,119295,"Sudell Primary School","Parent","01-03-2015"
141839,112186,"Tebay Community Primary School","Parent","01-03-2015"
141840,123192,"The Blake Church of England (Aided) Primary School","Parent","01-03-2015"
141841,115338,"The FitzWimarc School","Parent","01-03-2015"
141842,134733,"The Oaks Community Primary School","Parent","01-03-2015"
141844,110056,"The Windsor Boys' School","Parent","01-03-2015"
141845,121078,"Tilney All Saints Voluntary Controlled Primary School","Parent","01-03-2015"
141846,112894,"Turnditch CofE (Aided) Primary School","Parent","01-03-2015"
141847,113171,"Umberleigh Community Primary School","Parent","01-03-2015"
141848,124120,"Valley Primary School","Parent","01-03-2015"
141849,124684,"Whitton Community Primary School","Parent","01-03-2015"
141850,112979,"William Gilbert Endowed Primary School","Parent","01-03-2015"
141851,134682,"Windhill School","Parent","01-03-2015"
141852,110057,"Windsor Girls' School","Parent","01-03-2015"
141853,106950,"Winterhill School","Parent","01-03-2015"
141854,113821,"Witchampton Church of England Voluntary Aided First School","Parent","01-03-2015"
141855,135757,"Woodloes Primary School","Parent","01-03-2015"
141856,124300,"Woodseaves CofE (C) Primary School","Parent","01-03-2015"
141857,112185,"Yanwath Primary School","Parent","01-03-2015"
141858,104328,"Manor Primary School","Parent","01-03-2015"
141865,131766,"Trinity School","Parent","01-03-2015"
141865,142673,"Trinity Solutions Academy","Child - Split School","01-01-2016"
141866,101424,"Lessness Heath Primary School","Parent","03-03-2015"
141867,119348,"Marton Primary School and Nursery","Parent","03-03-2015"
141868,114535,"St Leonards CofE Primary School","Parent","03-03-2015"
141869,114820,"Chigwell Primary School","Parent","03-03-2015"
141870,115255,"Holland Park Primary School","Parent","03-03-2015"
141871,135100,"Beaver Green Primary School","Parent","03-03-2015"
141872,130350,"Leeside Community Primary School","Parent","03-03-2015"
141874,120253,"Charnwood College (High)","Parent","03-03-2015"
141874,141894,"Charnwood College (Upper)","Parent - merged","01-08-2016"
141875,116497,"The City of Portsmouth Boys' School","Parent","03-03-2015"
141876,102968,"Green Wrythe Primary School","Parent","03-03-2015"
141877,115009,"Stifford Clays Primary School","Parent","03-03-2015"
141878,108207,"Normanton Junior School","Parent","12-05-2015"
141889,101450,"Normandy Primary School","Parent","13-03-2015"
141891,102974,"Beddington Park Primary School","Parent","01-04-2015"
141892,125946,"Blackthorns Community Primary School, Lindfield","Parent","01-04-2015"
141893,126290,"Bowerhill Primary School","Parent","01-04-2015"
141895,121112,"Colkirk Church of England Voluntary Aided Primary School","Parent","01-04-2015"
141896,101646,"Cudham Church of England Primary School","Parent","01-04-2015"
141897,114858,"Deneholm Primary School","Parent","01-04-2015"
141898,117228,"Fair Field Junior School","Parent","01-04-2015"
141899,121869,"Finedon Infant School","Parent","01-04-2015"
141900,122034,"Finedon Mulso Church of England Junior School","Parent","01-04-2015"
141901,106927,"Greasbrough Primary School","Parent","01-04-2015"
141902,100343,"Greenside Primary School","Parent","01-04-2015"
141903,119941,"Greystoke Primary School Narborough","Parent","01-04-2015"
141904,107668,"Heaton Avenue Primary School","Parent","01-04-2015"
141906,125908,"Holmbush Primary School","Parent","01-04-2015"
141907,101661,"Holy Innocents Catholic Primary School","Parent","01-04-2015"
141908,121340,"Huntington Primary School","Parent","01-04-2015"
141909,121832,"Irthlingborough Infant School and Nursery","Parent","01-04-2015"
141910,121831,"Irthlingborough Junior School","Parent","01-04-2015"
141911,126448,"Melksham Oak Community School","Parent","01-04-2015"
141912,126346,"Oare Church of England Primary School","Parent","01-04-2015"
141913,126347,"Ogbourne St George and St Andrew Church of England Controlled Primary School","Parent","01-04-2015"
141914,133610,"Poppleton Ousebank Primary School","Parent","01-04-2015"
141915,105185,"Prestolee Primary School","Parent","01-04-2015"
141916,120282,"Rushey Mead School","Parent","01-04-2015"
141917,106583,"Sandhill Primary School","Parent","01-04-2015"
141918,121126,"Sculthorpe Church of England Primary School","Parent","01-04-2015"
141919,126414,"Seend Church of England VA Primary School","Parent","01-04-2015"
141920,126355,"Shaw Church of England Voluntary Controlled Primary School","Parent","01-04-2015"
141921,121954,"Simon de Senlis Primary School","Parent","01-04-2015"
141922,103998,"St Francis Xavier Catholic Primary School","Parent","01-04-2015"
141923,126353,"St George's Church of England Primary School, Semington","Parent","01-04-2015"
141924,104002,"St Gregory's Catholic Primary School","Parent","01-04-2015"
141925,102771,"St Helen's Catholic Primary School","Parent","01-04-2015"
141926,103999,"St Hubert's Catholic Primary School","Parent","01-04-2015"
141927,102772,"St Joachim's RC Primary School","Parent","01-04-2015"
141928,126308,"St Mary's Broughton Gifford Voluntary Controlled Church of England Primary School","Parent","01-04-2015"
141929,104001,"St Philip's Catholic Primary School","Parent","01-04-2015"
141930,121669,"Stokesley School","Parent","01-04-2015"
141931,100506,"The Cardinal Vaughan Memorial RC School","Parent","01-04-2015"
141932,121052,"West Raynham Church of England Voluntary Aided Primary School","Parent","01-04-2015"
141933,136041,"Withernsea Primary School","Parent","01-04-2015"
141957,100548,"Parkwood Hall School","Parent","01-05-2015"
141972,106644,"Elsecar Holy Trinity Church of England Voluntary Aided Primary","Parent","15-04-2015"
141973,106605,"Hoyland Springwood Primary School","Parent","15-04-2015"
141974,131159,"Richard Newman Primary School","Parent","15-04-2015"
141975,109660,"Robert Bruce Middle School","Parent","15-04-2015"
141976,101427,"Burnt Oak Junior School","Parent","15-04-2015"
141977,103545,"Manor Park Primary School","Parent","15-04-2015"
141978,112374,"Ambleside CofE Primary School","Parent","17-04-2015"
