"Group UID","Group ID","Group Name","Companies House Number","Group Type (code)","Group Type","Closed Date","Group Status (code)","Group Status","Group Contact Street","Group Contact Locality","Group Contact Address 3","Group Contact Town","Group Contact County","Group Contact Postcode","Head of Group Title","Head of Group First Name","Head of Group Last Name"
"5297","TR02931","THE PEARS FAMILY CHARITABLE FOUNDATION SCHOOL","08333607","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5298","SP00638","Inspirational Futures Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5299","TR02943","Inspirational Futures Trust","08329993","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5300","TR02456","Weston Favell Church of England Primary School","08208801","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5301","TR02457","The Weston Road Academy","07778406","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5302","TR02458","Westside Academy Trust","05888220","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5303","TR02459","South Essex Academy Trust","07681226","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5304","TR02460","The Westwood Academy (Coventry)","07700728","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5305","TR02461","Westwoodside Church of England Academy Trust","08161921","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5306","TR02462","The Wey Valley School","08128803","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5308","SP01304","Whalley Range 11-18 High School (The Education and Leadership Trust)","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5309","TR02652","Wheatley Area Learning Trust","08979902","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5310","TR02464","Whickham School and Sports College","07729766","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5311","TR02465","Whipperley Infant Academy Trust","08310694","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5312","TR02579","Whirley Primary School","08603811","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5313","TR02466","Whitburn Church of England Academy","07465520","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5314","TR02467","The White Hills Park Federation Trust","08195720","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5315","TR02468","The White Horse Federation","08075785","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5316","TR02700","White Rose Academies Trust","07958615","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5317","SP01308","White Woods Primary Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5318","TR02470","White Woods Primary Academy Trust","08589470","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5319","TR02471","Whitecross Hereford","07793019","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5320","TR02616","Whitefield Academy Trust","08878604","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5321","TR02472","Whitefield School","07697281","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5322","SP00779","Whitefield Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5323","SP00639","Whitehill Community Academy","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5324","TR02473","I-TRUST EDUCATION","07559439","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5326","TR02475","Whitley Academy","07657794","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5327","TR02476","Whitstone School Academy Trust","07706741","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5328","TR02477","Whittlesea Learning Trust","08795983","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5329","TR02478","Wickersley Partnership Trust","08833508","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5330","SP01288","Wickersley Partnership Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5331","TR02479","Widewell Primary Academy","08330578","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5332","TR02480","Wigan UTC","07695542","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5333","TR02481","Wigmore School","07466409","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5334","TR02482","Wildern School","07554117","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5335","TR02483","The William Alvey School Trust","07737302","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5336","TR02484","William Brookes Academy Trust","08520569","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5337","TR02485","William de Ferrers School","07552735","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5338","SP00817","South West Essex Community Education Trust (SWECET)","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5340","TR02487","William Farr Church of England Comprehensive School","07469546","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5341","SP01451","William Howard Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5343","TR02664","William Law CE Primary School","09060417","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5344","TR02489","William Lovell Church of England Academy","08061805","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5345","TR02638","William Temple Multi Academy Trust","08813173","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5346","TR02490","William Tyndale Primary School","07774109","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5347","TR00571","William Willett Learning Trust","07520128","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5348","TR02491","The Williamson Trust","07569727","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5349","TR02492","Willow Brook Primary School Academy","08072115","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5350","TR02494","Willowcroft Academy Trust","08516562","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5351","TR03021","Willows Academy Trust","09093035","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5352","TR02495","The Willows School Academy Trust","07785550","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5353","TR02496","Wilmington Grammar School for Boys","07682311","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5355","TR02498","Wilmington Primary School","07800252","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5356","TR02499","Wilnecote High School Co-operative Academy Trust","08221070","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5357","TR02500","Wilson Stuart School","07972037","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5358","TR02501","Wilson's School","07536970","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5359","TR02502","Winchcombe School","07606409","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5360","SP00647","Windsor Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5361","TR02503","Windsor Academy Trust","07523436","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5362","TR02504","Wingfield Academy","08550403","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5363","TR02505","Winifred Holtby Academy Trust","08426992","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5364","SP00648","Winstanley College, Wigan","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5365","TR02506","Winstanley Community College Academy Trust","08094234","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5366","TR02507","Winterton Community Academy","08140747","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5367","TR02508","Wirral Grammar School for Boys","07734231","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5368","TR02509","Wirral Grammar School for Girls","07695736","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5369","SP00047","WISE Academies","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5370","TR02510","Wise Academies","07521946","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5371","SP00073","Wise Owl Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5372","TR02511","Wise Owl Trust","08053288","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5373","TR02580","Wistaston Academy Trust","08882544","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5374","TR02512","Witchford Village College","07772516","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5375","SP00949","Witham St Hughs Academy","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5377","TR02656","Witton Park Academy Trust","08941338","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5379","TR02514","Woking High School Academy Trust","08586085","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5380","TR02623","Wolverhampton Girls' High School","08918836","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5381","TR02516","Wood End Academy","07601680","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5382","TR02517","Wood Green Academy","07538389","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5383","SP00650","Wood Newton Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"5384","SP00651","Woodard Academies Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
